home_team,away_team,home_win,draw,away_win,home_prob_total_wins,home_prob_total_draws,home_prob_total_loses,prob_total_home_wins,prob_total_home_draws,prob_total_home_loses,home_avg_total_goles_scored,home_avg_total_goles_conceded,avg_total_home_goles_scored,avg_total_home_goles_conceded,home_avg_total_points,avg_total_home_points,home_point_1_back,home_point_3_back,home_point_5_back,home_team_form,away_prob_total_wins,away_prob_total_draws,away_prob_total_loses,prob_total_away_wins,prob_total_away_draws,prob_total_away_loses,away_avg_total_goles_scored,away_avg_total_goles_conceded,avg_total_away_goles_scored,avg_total_away_goles_conceded,away_avg_total_points,avg_total_away_points,away_point_1_back,away_point_3_back,away_point_5_back,away_team_form
augsburg,darmstadt,0,0,1,0.13,0.25,0.63,0.25,0,0.75,1,1.63,0.75,1.25,0.63,0.75,1,1,4,-0.5,0.25,0.5,0.25,0.33,0.67,0,1.25,1.5,1.33,1,1.25,1.67,0,4,7,0
mainz,dortmund,0,0,1,0.5,0,0.5,0.5,0,0.5,1.5,1.38,1.5,1.25,1.5,1.5,3,3,6,0,0.63,0.25,0.13,0.5,0.25,0.25,2.75,1.38,2.5,2,2.13,1.75,0,2,8,0.5
fckoeln,hannover,0,0,1,0.5,0.25,0.25,0.5,0.5,0,1.63,1.5,1.25,0.75,1.75,2,3,4,7,0.25,0.13,0.25,0.63,0,0.5,0.5,0.88,2,0.75,2,0.63,0.5,3,4,4,-0.5
schalke,herthabsc,1,0,0,0.63,0.13,0.25,0.5,0.25,0.25,1.25,1,1.25,1.25,2,1.75,0,6,12,0.38,0.5,0.25,0.25,0.25,0.25,0.5,1.38,1,0.75,1.5,1.75,1,3,7,10,0.25
wolfsburg,hoffenheim,1,0,0,0.38,0.38,0.25,0.75,0.25,0,1.25,1.25,2,0.5,1.5,2.5,0,1,5,0.13,0.13,0.38,0.5,0.25,0.25,0.5,1.25,1.75,1.25,1.5,0.75,1,1,5,5,-0.38
vfbstuttgart,ingolstadt,1,0,0,0.13,0.13,0.75,0,0,1,1.38,2.38,0.75,2.75,0.5,0,1,4,4,-0.63,0.5,0.25,0.25,0.75,0.25,0,0.75,0.75,1,0.25,1.75,2.5,3,4,8,0.25
hamburg,leverkusen,0,1,0,0.38,0.13,0.5,0.33,0.33,0.33,1,1.63,1,1,1.25,1.33,0,3,7,-0.13,0.5,0.13,0.38,0.5,0,0.5,1,1.13,1,1.5,1.63,1.5,1,7,7,0.13
frankfurt,mgladbach,0,0,1,0.25,0.38,0.38,0.33,0.67,0,1.63,1.38,2.67,1.33,1.13,1.67,0,1,5,-0.13,0.38,0,0.63,0.25,0,0.75,1.38,1.88,1,2,1.13,0.75,3,9,9,-0.25
dortmund,augsburg,1,0,0,0.67,0.22,0.11,0.75,0.25,0,2.67,1.22,3,0.75,2.22,2.5,3,4,8,0.56,0.11,0.22,0.67,0,0.5,0.5,0.89,1.67,1.25,2,0.56,0.5,0,1,4,-0.56
mainz,bremen,0,0,1,0.44,0,0.56,0.4,0,0.6,1.33,1.44,1.2,1.4,1.33,1.2,0,3,6,-0.11,0.22,0.11,0.67,0.25,0.25,0.5,0.78,1.56,1.25,1.25,0.78,1,0,0,0,-0.44
bmuenchen,fckoeln,1,0,0,1,0,0,1,0,0,3.22,0.44,4,0.6,3,3,3,9,15,1,0.44,0.22,0.33,0.5,0,0.5,1.44,1.44,2,2.25,1.56,1.5,0,4,7,0.11
hannover,frankfurt,0,0,1,0.22,0.22,0.56,0.25,0,0.75,0.89,1.78,1,2,0.89,0.75,3,7,7,-0.33,0.22,0.33,0.44,0.2,0.2,0.6,1.56,1.78,1,1.4,1,0.8,0,1,2,-0.22
leverkusen,vfbstuttgart,1,0,0,0.44,0.22,0.33,0.5,0.25,0.25,0.89,1,1,0.75,1.56,1.75,1,5,8,0.11,0.22,0.11,0.67,0.25,0.25,0.5,1.33,2.11,2,2,0.78,1,3,4,7,-0.44
vfbstuttgart,darmstadt,1,0,0,0.2,0.1,0.7,0.2,0,0.8,1.5,2.3,0.8,2.2,0.7,0.6,0,4,7,-0.5,0.3,0.4,0.3,0.5,0.5,0,1.2,1.3,1.5,0.75,1.3,2,0,3,7,0
bremen,dortmund,0,0,1,0.3,0.1,0.6,0.2,0,0.8,1,1.5,0.4,1.8,1,0.6,3,3,3,-0.3,0.7,0.2,0.1,0.6,0.2,0.2,2.9,1.2,2.4,1.6,2.3,2,3,6,8,0.6
fckoeln,hoffenheim,0,1,0,0.4,0.2,0.4,0.4,0.4,0.2,1.3,1.7,1,0.8,1.4,1.6,0,3,4,0,0.1,0.3,0.6,0.2,0.2,0.6,1.2,1.9,1.4,2,0.6,0.8,0,1,5,-0.5
schalke,ingolstadt,0,1,0,0.6,0.1,0.3,0.6,0.2,0.2,1.3,1.2,1.4,1.2,1.9,2,0,3,9,0.3,0.4,0.2,0.4,0.6,0.2,0.2,0.6,0.8,0.8,0.4,1.4,2,0,3,4,0
wolfsburg,leverkusen,1,0,0,0.5,0.3,0.2,0.8,0.2,0,1.5,1.2,2.4,0.8,1.8,2.6,3,6,7,0.3,0.5,0.2,0.3,0.4,0.2,0.4,1.2,1.2,0.8,1.2,1.7,1.4,3,5,11,0.2
augsburg,mainz,0,1,0,0.1,0.2,0.7,0.2,0,0.8,0.9,2,0.6,1.4,0.5,0.6,0,1,1,-0.6,0.4,0,0.6,0.5,0,0.5,1.3,1.6,1.5,1.5,1.2,1.5,0,3,3,-0.2
herthabsc,mgladbach,0,0,1,0.5,0.2,0.3,0.75,0.25,0,1.3,1,2,0.5,1.7,2.5,3,6,10,0.2,0.5,0,0.5,0.4,0,0.6,1.9,1.7,1.8,1.8,1.5,1.2,3,9,15,0
hoffenheim,frankfurt,0,1,0,0.09,0.36,0.55,0,0.4,0.6,1.09,1.73,1,1.8,0.64,0.4,1,1,5,-0.45,0.27,0.36,0.36,0.33,0.17,0.5,1.45,1.55,1.17,1.33,1.18,1.17,1,4,5,-0.09
darmstadt,hamburg,0,1,0,0.27,0.36,0.36,0.17,0.33,0.5,1.09,1.36,1,1.67,1.18,0.83,0,3,4,-0.09,0.36,0.18,0.45,0.5,0,0.5,0.91,1.36,1,1.67,1.27,1.5,0,4,4,-0.09
hannover,herthabsc,0,0,1,0.27,0.18,0.55,0.2,0,0.8,1,1.73,1,2,1,0.6,3,6,10,-0.27,0.45,0.18,0.36,0.33,0.17,0.5,1.27,1.27,0.83,1.33,1.55,1.17,0,3,7,0.09
mgladbach,ingolstadt,0,1,0,0.55,0,0.45,0.6,0,0.4,2.09,1.64,2,1.6,1.64,1.8,3,9,15,0.09,0.36,0.27,0.36,0.5,0.33,0.17,0.64,0.82,0.83,0.5,1.36,1.83,1,1,5,0
dortmund,schalke,1,0,0,0.73,0.18,0.09,0.8,0.2,0,2.91,1.18,3.4,0.8,2.36,2.6,3,9,10,0.64,0.55,0.18,0.27,0.6,0,0.4,1.27,1.18,1.2,1.2,1.82,1.8,1,4,7,0.27
bmuenchen,vfbstuttgart,1,0,0,0.91,0.09,0,1,0,0,3,0.36,4,0.5,2.82,3,1,7,13,0.91,0.27,0.09,0.64,0.2,0.2,0.6,1.55,2.09,2.2,2.4,0.91,0.8,3,6,7,-0.36
mainz,wolfsburg,1,0,0,0.36,0.09,0.55,0.33,0,0.67,1.45,1.73,1.17,1.67,1.18,1,1,1,4,-0.18,0.55,0.27,0.18,0.2,0.4,0.4,1.55,1.18,0.6,1.6,1.91,1,3,9,10,0.36
vfbstuttgart,augsburg,0,0,1,0.25,0.08,0.67,0.33,0,0.67,1.42,2.25,1,1.83,0.83,1,0,3,7,-0.42,0.08,0.25,0.67,0,0.4,0.6,1.08,2.08,1.2,2.6,0.5,0.4,0,1,2,-0.58
schalke,bmuenchen,0,0,1,0.5,0.17,0.33,0.5,0.33,0.17,1.33,1.33,1.33,1.17,1.67,1.83,0,1,4,0.17,0.92,0.08,0,0.8,0.2,0,3.08,0.33,1.8,0.2,2.83,2.6,3,7,13,0.92
wolfsburg,bremen,1,0,0,0.5,0.25,0.25,0.83,0.17,0,1.42,1.25,2.33,0.83,1.75,2.67,0,6,9,0.25,0.33,0.08,0.58,0.5,0.17,0.33,1.08,1.58,1.67,1.17,1.08,1.67,3,6,6,-0.25
hamburg,dortmund,1,0,0,0.33,0.25,0.42,0.2,0.4,0.4,0.92,1.33,0.8,1,1.25,1,1,4,5,-0.08,0.75,0.17,0.08,0.67,0.17,0.17,2.92,1.25,2.5,1.5,2.42,2.17,3,9,12,0.67
mgladbach,hannover,1,0,0,0.5,0.08,0.42,0.5,0.17,0.33,1.92,1.5,1.67,1.33,1.58,1.67,1,7,13,0.08,0.25,0.17,0.58,0.33,0.33,0.33,1,1.83,1,1.5,0.92,1.33,0,3,9,-0.33
herthabsc,hoffenheim,1,0,0,0.5,0.17,0.33,0.6,0.2,0.2,1.42,1.25,1.8,1.2,1.67,2,3,6,9,0.17,0.08,0.42,0.5,0.17,0.33,0.5,1,1.58,1.17,1.67,0.67,0.83,1,2,3,-0.42
frankfurt,leverkusen,0,0,1,0.25,0.42,0.33,0.2,0.6,0.2,1.33,1.42,1.8,1.8,1.17,1.2,1,5,5,-0.08,0.42,0.17,0.42,0.33,0.17,0.5,1.17,1.33,0.83,1.33,1.42,1.17,0,3,5,0
darmstadt,fckoeln,0,1,0,0.23,0.38,0.38,0.14,0.43,0.43,1.08,1.46,1,1.57,1.08,0.86,0,1,4,-0.15,0.38,0.31,0.31,0.5,0,0.5,1.15,1.38,1.67,2.33,1.46,1.5,1,5,5,0.08
mainz,frankfurt,1,0,0,0.38,0.15,0.46,0.43,0,0.57,1.38,1.46,1.29,1.43,1.31,1.29,1,5,5,-0.08,0.23,0.38,0.38,0.29,0.29,0.43,1.31,1.54,1,1.14,1.08,1.14,0,2,5,-0.15
bmuenchen,herthabsc,1,0,0,0.92,0.08,0,1,0,0,3.08,0.38,4,0.43,2.85,3,3,7,13,0.92,0.54,0.15,0.31,0.43,0.14,0.43,1.38,1.15,1.14,1.29,1.77,1.43,3,6,9,0.23
hannover,ingolstadt,1,0,0,0.23,0.15,0.62,0.17,0,0.83,1,1.85,1,2.17,0.85,0.5,0,3,6,-0.38,0.38,0.31,0.31,0.43,0.43,0.14,0.77,0.77,0.71,0.43,1.46,1.71,3,5,5,0.08
hoffenheim,mgladbach,0,1,0,0.08,0.38,0.54,0,0.5,0.5,0.92,1.54,0.83,1.5,0.62,0.5,0,2,2,-0.46,0.54,0.08,0.38,0.5,0,0.5,1.92,1.46,2.17,1.67,1.69,1.5,3,7,13,0.15
dortmund,vfbstuttgart,1,0,0,0.69,0.15,0.15,0.83,0.17,0,2.77,1.38,3.33,1,2.23,2.67,0,6,12,0.54,0.23,0.08,0.69,0.17,0.17,0.67,1.31,2.38,1.83,2.67,0.77,0.67,0,3,6,-0.46
augsburg,wolfsburg,0,1,0,0.15,0.23,0.62,0.14,0.14,0.71,1.31,1.92,1,1.71,0.69,0.57,3,4,4,-0.46,0.54,0.23,0.23,0.17,0.33,0.5,1.77,1.15,0.5,1.67,1.85,0.83,3,6,12,0.31
fckoeln,augsburg,0,0,1,0.36,0.36,0.29,0.29,0.57,0.14,1.07,1.29,0.71,0.57,1.43,1.43,1,5,6,0.07,0.14,0.29,0.57,0.17,0.33,0.5,1.21,1.79,1.67,2.17,0.71,0.83,1,4,5,-0.43
mgladbach,bmuenchen,1,0,0,0.5,0.14,0.36,0.57,0.14,0.29,2,1.57,1.71,1.29,1.64,1.86,1,5,11,0.14,0.93,0.07,0,0.83,0.17,0,3,0.36,2,0.33,2.86,2.67,3,9,13,0.93
vfbstuttgart,bremen,0,1,0,0.21,0.07,0.71,0.29,0,0.71,1.29,2.5,0.86,2.14,0.71,0.86,0,0,3,-0.5,0.29,0.07,0.64,0.43,0.14,0.43,1,2,1.43,1.86,0.93,1.43,0,3,6,-0.36
frankfurt,darmstadt,0,0,1,0.21,0.36,0.43,0.17,0.5,0.33,1.29,1.57,1.67,2,1,1,0,1,5,-0.21,0.21,0.43,0.36,0.33,0.33,0.33,1,1.36,1.17,1.33,1.07,1.33,1,2,2,-0.14
wolfsburg,dortmund,0,0,1,0.5,0.29,0.21,0.86,0.14,0,1.64,1.07,2.86,0.71,1.79,2.71,1,4,10,0.29,0.71,0.14,0.14,0.57,0.14,0.29,2.86,1.36,2.29,1.71,2.29,1.86,3,6,12,0.57
schalke,hannover,1,0,0,0.43,0.21,0.36,0.43,0.29,0.29,1.29,1.43,1.29,1.43,1.5,1.57,1,1,2,0.07,0.29,0.14,0.57,0.29,0.29,0.43,1.21,1.71,1,1.57,1,1.14,3,3,6,-0.29
ingolstadt,hoffenheim,0,1,0,0.36,0.29,0.36,0.33,0.17,0.5,0.71,1,0.83,1.17,1.36,1.17,0,4,5,0,0.07,0.43,0.5,0.14,0.29,0.57,1.07,1.64,1,1.57,0.64,0.71,1,2,3,-0.43
herthabsc,leverkusen,1,0,0,0.5,0.14,0.36,0.67,0.17,0.17,1.29,1.21,1.67,1,1.64,2.17,0,6,9,0.14,0.43,0.21,0.36,0.43,0.14,0.43,1.29,1.29,1.14,1.29,1.5,1.43,1,4,7,0.07
hamburg,mainz,0,0,1,0.43,0.21,0.36,0.33,0.33,0.33,1.21,1.29,1.17,1,1.5,1.33,3,7,10,0.07,0.43,0.14,0.43,0.33,0.33,0.33,1.43,1.43,1.5,1.5,1.43,1.33,3,7,8,0
bremen,fckoeln,0,1,0,0.27,0.13,0.6,0.14,0,0.86,1,1.93,0.57,2.14,0.93,0.43,1,1,4,-0.33,0.33,0.33,0.33,0.43,0.14,0.43,1,1.27,1.43,2,1.33,1.43,0,2,6,0
wolfsburg,hamburg,0,1,0,0.47,0.27,0.27,0.75,0.13,0.13,1.6,1.13,2.63,0.88,1.67,2.38,0,4,7,0.2,0.4,0.2,0.4,0.5,0.13,0.38,1.2,1.4,1.25,1.5,1.4,1.63,0,6,7,0
hoffenheim,hannover,1,0,0,0.07,0.47,0.47,0,0.57,0.43,1.07,1.6,1.14,1.71,0.67,0.57,1,2,4,-0.4,0.27,0.13,0.6,0.25,0.25,0.5,1.2,1.8,1,1.75,0.93,1,0,3,6,-0.33
bmuenchen,ingolstadt,1,0,0,0.87,0.07,0.07,1,0,0,2.87,0.53,3.75,0.38,2.67,3,0,6,10,0.8,0.33,0.33,0.33,0.38,0.38,0.25,0.73,1,0.63,0.88,1.33,1.5,1,4,6,0
leverkusen,mgladbach,1,0,0,0.4,0.2,0.4,0.43,0.29,0.29,1.27,1.33,1.43,1.29,1.4,1.57,0,4,4,0,0.53,0.13,0.33,0.43,0.14,0.43,2.07,1.53,2.29,1.86,1.73,1.43,3,7,11,0.2
augsburg,schalke,1,0,0,0.2,0.27,0.53,0.13,0.25,0.63,1.2,1.67,0.88,1.5,0.87,0.63,3,7,8,-0.33,0.47,0.2,0.33,0.43,0.14,0.43,1.4,1.4,1.29,1.43,1.6,1.43,3,4,5,0.13
mainz,vfbstuttgart,0,1,0,0.47,0.13,0.4,0.5,0,0.5,1.53,1.4,1.38,1.38,1.53,1.5,3,7,11,0.07,0.2,0.13,0.67,0.14,0.14,0.71,1.27,2.4,1.71,2.86,0.73,0.57,1,1,4,-0.47
hamburg,augsburg,0,0,1,0.38,0.25,0.38,0.29,0.29,0.43,1.19,1.38,1.14,1.29,1.38,1.14,1,4,8,0,0.25,0.25,0.5,0.29,0.29,0.43,1.25,1.63,1.57,1.86,1,1.14,3,7,10,-0.25
hannover,bmuenchen,0,0,1,0.25,0.13,0.63,0.29,0,0.71,1.13,1.75,1.43,1.86,0.88,0.86,0,3,3,-0.38,0.88,0.06,0.06,0.71,0.14,0.14,2.81,0.5,1.86,0.71,2.69,2.29,3,6,12,0.81
frankfurt,bremen,1,0,0,0.19,0.31,0.5,0.14,0.43,0.43,1.19,1.69,1.43,1.86,0.88,0.86,0,0,1,-0.31,0.25,0.19,0.56,0.38,0.25,0.38,1,1.88,1.38,1.75,0.94,1.38,1,2,5,-0.31
mgladbach,darmstadt,1,0,0,0.5,0.13,0.38,0.63,0.13,0.25,1.94,1.75,1.88,1.25,1.63,2,0,4,8,0.13,0.25,0.38,0.38,0.43,0.29,0.29,0.94,1.44,1.14,1.14,1.13,1.57,0,4,5,-0.13
schalke,hoffenheim,1,0,0,0.44,0.19,0.38,0.5,0.25,0.25,1.38,1.44,1.5,1.38,1.5,1.75,0,4,4,0.06,0.13,0.44,0.44,0.13,0.38,0.5,1.06,1.5,1,1.5,0.81,0.75,3,5,6,-0.31
herthabsc,mainz,1,0,0,0.56,0.13,0.31,0.71,0.14,0.14,1.5,1.13,1.71,1,1.81,2.29,3,6,12,0.25,0.44,0.19,0.38,0.43,0.29,0.29,1.44,1.31,1.71,1.43,1.5,1.57,1,7,11,0.06
herthabsc,augsburg,0,1,0,0.59,0.12,0.29,0.75,0.13,0.13,1.53,1.06,1.75,0.88,1.88,2.38,3,9,12,0.29,0.29,0.24,0.47,0.38,0.25,0.38,1.24,1.53,1.5,1.63,1.12,1.38,3,9,13,-0.18
hamburg,bmuenchen,0,0,1,0.35,0.24,0.41,0.25,0.25,0.5,1.12,1.35,1,1.25,1.29,1,0,1,7,-0.06,0.88,0.06,0.06,0.75,0.13,0.13,2.71,0.47,1.75,0.63,2.71,2.38,3,6,12,0.82
schalke,bremen,0,0,1,0.47,0.18,0.35,0.56,0.22,0.22,1.35,1.35,1.44,1.22,1.59,1.89,3,6,7,0.12,0.24,0.18,0.59,0.33,0.22,0.44,1,1.88,1.33,1.78,0.88,1.22,0,2,2,-0.35
hannover,darmstadt,0,0,1,0.24,0.12,0.65,0.25,0,0.75,1.06,1.71,1.25,1.75,0.82,0.75,0,0,3,-0.41,0.24,0.35,0.41,0.38,0.25,0.38,1,1.53,1.25,1.38,1.06,1.38,0,3,4,-0.18
mgladbach,dortmund,0,0,1,0.53,0.12,0.35,0.67,0.11,0.22,2,1.76,2,1.33,1.71,2.11,3,6,10,0.18,0.71,0.12,0.18,0.56,0.11,0.33,2.76,1.35,2.11,1.67,2.24,1.78,0,6,9,0.53
hoffenheim,leverkusen,0,1,0,0.12,0.41,0.47,0.13,0.5,0.38,1,1.47,1.13,1.5,0.76,0.88,0,4,5,-0.35,0.47,0.18,0.35,0.44,0.11,0.44,1.47,1.18,1.11,1.22,1.59,1.44,3,6,10,0.12
ingolstadt,mainz,1,0,0,0.29,0.29,0.41,0.25,0.25,0.5,0.65,1.06,0.75,1.13,1.18,1,0,1,4,-0.12,0.41,0.18,0.41,0.38,0.25,0.38,1.35,1.35,1.5,1.5,1.41,1.38,0,4,8,0
fckoeln,vfbstuttgart,0,0,1,0.35,0.35,0.29,0.33,0.44,0.22,1.06,1.24,0.78,0.67,1.41,1.44,3,4,6,0.06,0.24,0.18,0.59,0.13,0.25,0.63,1.29,2.18,1.5,2.5,0.88,0.63,3,5,5,-0.35
frankfurt,wolfsburg,1,0,0,0.24,0.29,0.47,0.25,0.38,0.38,1.24,1.65,1.5,1.75,1,1.13,3,3,3,-0.24,0.41,0.29,0.29,0.13,0.38,0.5,1.53,1.24,0.5,1.63,1.53,0.75,0,1,5,0.12
wolfsburg,fckoeln,0,1,0,0.39,0.28,0.33,0.67,0.22,0.11,1.56,1.33,2.44,0.89,1.44,2.22,0,1,2,0.06,0.33,0.33,0.33,0.38,0.25,0.38,1.06,1.33,1.38,1.88,1.33,1.38,0,4,5,0
augsburg,frankfurt,0,1,0,0.28,0.28,0.44,0.22,0.22,0.56,1.17,1.44,1,1.44,1.11,0.89,1,7,11,-0.17,0.28,0.28,0.44,0.22,0.22,0.56,1.33,1.67,1,1.56,1.11,0.89,3,6,6,-0.17
vfbstuttgart,hamburg,1,0,0,0.28,0.17,0.56,0.33,0.11,0.56,1.39,2.11,1.11,1.89,1,1.11,3,7,8,-0.28,0.33,0.22,0.44,0.44,0.22,0.33,1.11,1.39,1.22,1.44,1.22,1.56,0,1,4,-0.11
leverkusen,hannover,1,0,0,0.44,0.22,0.33,0.5,0.25,0.25,1.44,1.17,1.88,1.13,1.56,1.75,1,7,8,0.11,0.22,0.11,0.67,0.22,0.22,0.56,1.06,1.72,0.89,1.67,0.78,0.89,0,0,3,-0.44
bremen,herthabsc,0,1,0,0.28,0.17,0.56,0.13,0.13,0.75,1.11,1.83,0.63,2,1,0.5,3,4,5,-0.28,0.56,0.17,0.28,0.44,0.11,0.44,1.44,1,1.33,1.22,1.83,1.44,1,7,10,0.28
bmuenchen,hoffenheim,1,0,0,0.89,0.06,0.06,1,0,0,2.67,0.5,3.56,0.33,2.72,3,3,9,12,0.83,0.11,0.44,0.44,0.11,0.33,0.56,1,1.44,0.89,1.44,0.78,0.67,1,4,6,-0.33
dortmund,ingolstadt,1,0,0,0.72,0.11,0.17,0.88,0.13,0,2.78,1.33,3.5,1,2.28,2.75,3,6,12,0.56,0.33,0.28,0.39,0.33,0.33,0.33,0.67,1,0.56,1,1.28,1.33,3,3,4,-0.06
mainz,mgladbach,1,0,0,0.39,0.17,0.44,0.44,0.11,0.44,1.28,1.33,1.22,1.22,1.33,1.44,0,1,7,-0.06,0.5,0.11,0.39,0.38,0.13,0.5,1.94,1.83,2,2.25,1.61,1.25,0,3,7,0.11
ingolstadt,augsburg,1,0,0,0.32,0.26,0.42,0.33,0.22,0.44,0.63,1.05,0.78,1,1.21,1.22,0,3,4,-0.11,0.26,0.32,0.42,0.33,0.33,0.33,1.11,1.37,1.33,1.44,1.11,1.33,1,5,11,-0.16
leverkusen,bmuenchen,0,1,0,0.47,0.21,0.32,0.56,0.22,0.22,1.53,1.11,2,1,1.63,1.89,3,7,10,0.16,0.89,0.05,0.05,0.78,0.11,0.11,2.63,0.47,1.78,0.67,2.74,2.44,3,9,12,0.84
mgladbach,bremen,1,0,0,0.47,0.11,0.42,0.6,0.1,0.3,1.84,1.79,1.9,1.5,1.53,1.9,0,3,6,0.05,0.26,0.21,0.53,0.4,0.2,0.4,1.21,1.89,1.5,1.7,1,1.4,1,4,6,-0.26
hoffenheim,darmstadt,0,0,1,0.11,0.42,0.47,0.11,0.56,0.33,0.95,1.47,1.11,1.44,0.74,0.89,0,1,5,-0.37,0.26,0.32,0.42,0.44,0.22,0.33,1,1.53,1.33,1.33,1.11,1.56,0,3,6,-0.16
herthabsc,dortmund,0,1,0,0.53,0.21,0.26,0.67,0.22,0.11,1.53,1.11,1.56,0.78,1.79,2.22,1,5,11,0.26,0.74,0.11,0.16,0.6,0.1,0.3,2.74,1.26,2.2,1.6,2.32,1.9,3,6,12,0.58
hamburg,fckoeln,0,1,0,0.32,0.21,0.47,0.22,0.22,0.56,1.11,1.42,1,1.33,1.16,0.89,0,0,1,-0.16,0.32,0.37,0.32,0.33,0.33,0.33,1.05,1.32,1.33,1.78,1.32,1.33,1,4,5,0
hannover,mainz,0,0,1,0.21,0.11,0.68,0.22,0,0.78,1,1.79,1.22,1.78,0.74,0.67,0,0,0,-0.47,0.42,0.16,0.42,0.33,0.22,0.44,1.26,1.26,1.33,1.44,1.42,1.22,3,3,7,0
frankfurt,vfbstuttgart,0,0,1,0.26,0.32,0.42,0.33,0.33,0.33,1.26,1.58,1.67,1.78,1.11,1.33,1,7,7,-0.16,0.32,0.16,0.53,0.22,0.22,0.56,1.42,2.05,1.67,2.33,1.11,0.89,3,9,11,-0.21
schalke,wolfsburg,1,0,0,0.47,0.16,0.37,0.5,0.2,0.3,1.37,1.37,1.4,1.4,1.58,1.7,3,6,9,0.11,0.37,0.32,0.32,0.11,0.33,0.56,1.53,1.32,0.67,1.78,1.42,0.67,1,1,2,0.05
fckoeln,frankfurt,1,0,0,0.3,0.4,0.3,0.3,0.4,0.3,1.05,1.3,0.8,0.9,1.3,1.3,1,2,6,0,0.25,0.3,0.45,0.2,0.3,0.5,1.3,1.7,0.9,1.4,1.05,0.9,0,4,7,-0.2
vfbstuttgart,herthabsc,1,0,0,0.35,0.15,0.5,0.4,0.1,0.5,1.55,2.05,1.2,1.8,1.2,1.3,3,9,13,-0.15,0.5,0.25,0.25,0.4,0.2,0.4,1.45,1.05,1.5,1.4,1.75,1.4,1,3,9,0.25
bremen,hoffenheim,0,1,0,0.25,0.2,0.55,0.11,0.22,0.67,1.2,2.05,0.89,2.11,0.95,0.56,0,4,5,-0.3,0.1,0.4,0.5,0.1,0.3,0.6,0.9,1.5,0.8,1.5,0.7,0.6,0,1,4,-0.4
wolfsburg,ingolstadt,1,0,0,0.35,0.3,0.35,0.6,0.3,0.1,1.45,1.4,2.3,0.9,1.35,2.1,0,1,2,0,0.35,0.25,0.4,0.3,0.3,0.4,0.7,1.05,0.5,1.1,1.3,1.2,3,6,6,-0.05
hamburg,mgladbach,1,0,0,0.3,0.25,0.45,0.2,0.3,0.5,1.1,1.4,1,1.3,1.15,0.9,1,1,2,-0.15,0.5,0.1,0.4,0.33,0.11,0.56,2,1.75,1.78,2.11,1.6,1.11,3,3,6,0.1
mainz,schalke,1,0,0,0.45,0.15,0.4,0.5,0.1,0.4,1.25,1.2,1.2,1.1,1.5,1.6,3,6,7,0.05,0.5,0.15,0.35,0.44,0.11,0.44,1.45,1.3,1.33,1.33,1.65,1.44,3,6,9,0.15
hannover,augsburg,0,0,1,0.19,0.1,0.71,0.2,0,0.8,0.9,1.71,1.1,1.7,0.67,0.6,0,0,0,-0.52,0.24,0.29,0.48,0.3,0.3,0.4,1.1,1.48,1.3,1.5,1,1.2,0,1,5,-0.24
ingolstadt,bremen,1,0,0,0.33,0.24,0.43,0.4,0.2,0.4,0.67,1.1,0.9,1,1.24,1.4,0,3,6,-0.1,0.24,0.24,0.52,0.36,0.18,0.45,1.19,2,1.45,2,0.95,1.27,1,2,5,-0.29
bmuenchen,darmstadt,1,0,0,0.86,0.1,0.05,1,0,0,2.52,0.48,3.4,0.3,2.67,3,3,7,13,0.81,0.29,0.29,0.43,0.5,0.2,0.3,1.05,1.48,1.4,1.2,1.14,1.7,0,3,6,-0.14
mgladbach,fckoeln,1,0,0,0.48,0.1,0.43,0.64,0.09,0.27,2,1.81,2.18,1.45,1.52,2,0,3,6,0.05,0.33,0.38,0.29,0.3,0.4,0.3,1.14,1.29,1.3,1.7,1.38,1.3,3,5,8,0.05
frankfurt,hamburg,0,1,0,0.24,0.29,0.48,0.3,0.3,0.4,1.29,1.76,1.7,2,1,1.2,0,1,7,-0.24,0.33,0.24,0.43,0.4,0.2,0.4,1.19,1.43,1.2,1.5,1.24,1.4,3,4,4,-0.1
schalke,vfbstuttgart,0,1,0,0.48,0.14,0.38,0.55,0.18,0.27,1.43,1.33,1.55,1.27,1.57,1.82,0,6,9,0.1,0.38,0.14,0.48,0.3,0.2,0.5,1.57,1.95,1.9,2.3,1.29,1.1,3,9,15,-0.1
wolfsburg,bmuenchen,0,0,1,0.36,0.32,0.32,0.64,0.27,0.09,1.45,1.32,2.27,0.82,1.41,2.18,1,4,5,0.05,0.86,0.09,0.05,0.73,0.18,0.09,2.55,0.5,1.73,0.64,2.68,2.36,3,7,13,0.82
bremen,darmstadt,0,1,0,0.23,0.23,0.55,0.1,0.3,0.6,1.14,2,0.9,2,0.91,0.6,0,1,5,-0.32,0.27,0.27,0.45,0.45,0.18,0.36,1.05,1.55,1.36,1.36,1.09,1.55,0,3,6,-0.18
vfbstuttgart,hannover,0,0,1,0.36,0.18,0.45,0.45,0.09,0.45,1.55,1.91,1.27,1.64,1.27,1.45,1,7,13,-0.09,0.18,0.09,0.73,0.18,0.18,0.64,0.86,1.68,0.73,1.73,0.64,0.73,0,0,0,-0.55
fckoeln,herthabsc,0,0,1,0.32,0.36,0.32,0.36,0.36,0.27,1.09,1.27,1,0.91,1.32,1.45,0,4,5,0,0.45,0.27,0.27,0.36,0.18,0.45,1.36,1.09,1.36,1.45,1.64,1.27,1,2,4,0.18
