home_team,away_team,home_win,draw,away_win,home_prob_total_wins,home_prob_total_draws,home_prob_total_loses,prob_total_home_wins,prob_total_home_draws,prob_total_home_loses,home_avg_total_goles_scored,home_avg_total_goles_conceded,avg_total_home_goles_scored,avg_total_home_goles_conceded,home_avg_total_points,avg_total_home_points,home_point_1_back,home_point_3_back,home_point_5_back,home_team_form,away_prob_total_wins,away_prob_total_draws,away_prob_total_loses,prob_total_away_wins,prob_total_away_draws,prob_total_away_loses,away_avg_total_goles_scored,away_avg_total_goles_conceded,avg_total_away_goles_scored,avg_total_away_goles_conceded,away_avg_total_points,avg_total_away_points,away_point_1_back,away_point_3_back,away_point_5_back,away_team_form
nuernberg,mainz,1,0,0,0.3,0.41,0.3,0.38,0.46,0.15,1.15,1.26,1.46,1,1.3,1.62,1,7,9,0,0.37,0.33,0.3,0.23,0.38,0.38,1.26,1.11,1.15,1.31,1.44,1.08,1,5,7,0.07
bremen,schalke,0,0,1,0.3,0.26,0.44,0.38,0.23,0.38,1.59,1.93,1.54,1.69,1.15,1.38,1,3,3,-0.15,0.44,0.22,0.33,0.23,0.31,0.46,1.7,1.59,1.38,2,1.56,1,3,6,12,0.11
hannover,vfbstuttgart,0,1,0,0.41,0.15,0.44,0.62,0.23,0.15,1.81,1.7,2.15,1.15,1.37,2.08,3,4,7,-0.04,0.33,0.19,0.48,0.43,0.14,0.43,1.07,1.7,1.07,1.64,1.19,1.43,0,3,4,-0.15
duesseldorf,bremen,0,1,0,0.25,0.29,0.46,0.36,0.36,0.29,1.18,1.54,1.43,1.57,1.04,1.43,0,1,2,-0.21,0.29,0.25,0.46,0.21,0.29,0.5,1.54,1.93,1.64,2.14,1.11,0.93,0,2,3,-0.18
augsburg,frankfurt,1,0,0,0.18,0.32,0.5,0.14,0.36,0.5,0.89,1.57,0.79,1.5,0.86,0.79,0,3,6,-0.32,0.43,0.21,0.36,0.36,0.21,0.43,1.5,1.43,1.14,1.43,1.5,1.29,0,3,4,0.07
mainz,hamburg,0,0,1,0.36,0.32,0.32,0.5,0.29,0.21,1.25,1.14,1.36,0.93,1.39,1.79,0,2,6,0.04,0.39,0.18,0.43,0.29,0.29,0.43,1.14,1.57,1.21,2.07,1.36,1.14,0,0,4,-0.04
freiburg,hannover,1,0,0,0.39,0.32,0.29,0.43,0.29,0.29,1.29,1.18,1.36,1.07,1.5,1.57,3,6,7,0.11,0.39,0.18,0.43,0.21,0.07,0.71,1.75,1.64,1.5,2.21,1.36,0.71,1,4,5,-0.04
wolfsburg,hoffenheim,0,1,0,0.29,0.32,0.39,0.14,0.43,0.43,1.18,1.54,0.93,1.71,1.18,0.86,1,3,6,-0.11,0.21,0.18,0.61,0.15,0.08,0.77,1.18,1.86,1.15,2.08,0.82,0.54,3,4,7,-0.39
schalke,leverkusen,0,1,0,0.46,0.21,0.32,0.64,0.14,0.21,1.71,1.54,2,1.21,1.61,2.07,3,6,12,0.14,0.5,0.25,0.25,0.36,0.29,0.36,1.82,1.29,1.71,1.57,1.75,1.36,1,4,7,0.25
vfbstuttgart,mgladbach,1,0,0,0.32,0.21,0.46,0.23,0.23,0.54,1.04,1.64,1.08,1.77,1.18,0.92,1,4,4,-0.14,0.36,0.39,0.25,0.21,0.43,0.36,1.29,1.32,0.93,1.57,1.46,1.07,3,6,10,0.11
bmuenchen,nuernberg,1,0,0,0.86,0.11,0.04,0.79,0.14,0.07,2.82,0.46,3.43,0.79,2.68,2.5,3,9,15,0.82,0.32,0.39,0.29,0.21,0.36,0.43,1.18,1.25,0.86,1.5,1.36,1,3,7,11,0.04
mgladbach,augsburg,1,0,0,0.34,0.38,0.28,0.5,0.36,0.14,1.24,1.34,1.64,1.07,1.41,1.86,0,3,7,0.07,0.21,0.31,0.48,0.21,0.29,0.5,0.93,1.52,1,1.64,0.93,0.93,3,3,6,-0.28
hannover,bmuenchen,0,0,1,0.38,0.17,0.45,0.57,0.29,0.14,1.72,1.69,2,1.07,1.31,2,0,4,5,-0.07,0.86,0.1,0.03,0.93,0.07,0,2.86,0.45,2.21,0.14,2.69,2.86,3,9,15,0.83
hamburg,duesseldorf,1,0,0,0.41,0.17,0.41,0.5,0.07,0.43,1.17,1.55,1.07,1.07,1.41,1.57,3,3,6,0,0.24,0.31,0.45,0.14,0.21,0.64,1.21,1.55,0.93,1.5,1.03,0.64,1,1,2,-0.21
vfbstuttgart,freiburg,1,0,0,0.34,0.21,0.45,0.29,0.21,0.5,1.07,1.59,1.14,1.64,1.24,1.07,3,4,7,-0.1,0.41,0.31,0.28,0.36,0.36,0.29,1.34,1.17,1.21,1.29,1.55,1.43,3,9,9,0.14
nuernberg,fuerth,0,0,1,0.31,0.38,0.31,0.43,0.43,0.14,1.14,1.34,1.5,1,1.31,1.71,0,4,10,0,0.07,0.31,0.62,0.14,0.36,0.5,0.66,1.79,0.86,1.5,0.52,0.79,0,0,1,-0.55
leverkusen,hoffenheim,1,0,0,0.48,0.28,0.24,0.64,0.21,0.14,1.83,1.31,1.93,1,1.72,2.14,1,5,5,0.24,0.21,0.21,0.59,0.14,0.14,0.71,1.21,1.86,1.21,2.07,0.83,0.57,1,4,8,-0.38
dortmund,mainz,1,0,0,0.59,0.24,0.17,0.64,0.14,0.21,2.48,1.21,2.57,1.14,2,2.07,3,9,12,0.41,0.34,0.31,0.34,0.21,0.36,0.43,1.24,1.17,1.14,1.36,1.34,1,0,1,5,0
frankfurt,schalke,1,0,0,0.41,0.21,0.38,0.5,0.21,0.29,1.45,1.45,1.86,1.43,1.45,1.71,0,3,4,0.03,0.45,0.24,0.31,0.29,0.29,0.43,1.72,1.55,1.43,1.86,1.59,1.14,1,7,10,0.14
leverkusen,bremen,1,0,0,0.5,0.27,0.23,0.67,0.2,0.13,1.93,1.27,2.13,0.93,1.77,2.2,3,5,8,0.27,0.27,0.27,0.47,0.2,0.33,0.47,1.5,1.97,1.67,2.13,1.07,0.93,0,1,3,-0.2
duesseldorf,dortmund,0,0,1,0.23,0.3,0.47,0.33,0.4,0.27,1.2,1.57,1.47,1.6,1,1.4,0,1,2,-0.23,0.6,0.23,0.17,0.53,0.33,0.13,2.47,1.17,2.4,1.27,2.03,1.93,3,9,15,0.43
mainz,frankfurt,0,1,0,0.33,0.3,0.37,0.47,0.27,0.27,1.2,1.2,1.33,1,1.3,1.67,0,0,2,-0.03,0.43,0.2,0.37,0.33,0.2,0.47,1.43,1.4,1.07,1.47,1.5,1.2,3,3,6,0.07
bmuenchen,freiburg,1,0,0,0.87,0.1,0.03,0.8,0.13,0.07,2.97,0.47,3.47,0.73,2.7,2.53,3,9,15,0.83,0.4,0.3,0.3,0.33,0.33,0.33,1.33,1.2,1.2,1.33,1.5,1.33,0,6,9,0.1
schalke,hamburg,1,0,0,0.43,0.23,0.33,0.6,0.2,0.2,1.67,1.53,2,1.27,1.53,2,0,4,7,0.1,0.43,0.17,0.4,0.33,0.27,0.4,1.2,1.53,1.27,2,1.47,1.27,3,6,6,0.03
wolfsburg,mgladbach,1,0,0,0.3,0.33,0.37,0.13,0.47,0.4,1.27,1.5,1,1.73,1.23,0.87,3,5,7,-0.07,0.37,0.37,0.27,0.2,0.4,0.4,1.23,1.3,0.87,1.6,1.47,1,3,6,9,0.1
augsburg,vfbstuttgart,1,0,0,0.2,0.3,0.5,0.2,0.33,0.47,0.9,1.5,0.87,1.4,0.9,0.93,0,3,6,-0.3,0.37,0.2,0.43,0.4,0.2,0.4,1.1,1.57,1,1.53,1.3,1.4,3,7,10,-0.07
freiburg,augsburg,1,0,0,0.39,0.29,0.32,0.47,0.27,0.27,1.29,1.19,1.47,1.07,1.45,1.67,0,3,9,0.06,0.23,0.29,0.48,0.2,0.27,0.53,0.97,1.45,0.93,1.6,0.97,0.87,3,6,6,-0.26
dortmund,bmuenchen,0,1,0,0.61,0.23,0.16,0.67,0.13,0.2,2.45,1.16,2.53,1.07,2.06,2.13,3,9,15,0.45,0.87,0.1,0.03,0.93,0.07,0,2.9,0.45,2.47,0.2,2.71,2.87,3,9,15,0.84
bremen,hoffenheim,0,1,0,0.26,0.26,0.48,0.33,0.2,0.47,1.45,1.94,1.33,1.8,1.03,1.2,0,1,2,-0.23,0.23,0.19,0.58,0.13,0.13,0.73,1.19,1.94,1.13,2.27,0.87,0.53,3,4,7,-0.35
nuernberg,leverkusen,0,0,1,0.29,0.35,0.35,0.4,0.4,0.2,1.1,1.35,1.4,1,1.23,1.6,0,0,4,-0.06,0.52,0.26,0.23,0.33,0.33,0.33,1.9,1.23,1.73,1.6,1.81,1.33,3,7,11,0.29
hannover,mainz,0,1,0,0.39,0.16,0.45,0.53,0.27,0.2,1.74,1.84,1.93,1.4,1.32,1.87,3,3,7,-0.06,0.32,0.32,0.35,0.2,0.33,0.47,1.16,1.16,1.07,1.4,1.29,0.93,1,1,2,-0.03
mgladbach,schalke,0,0,1,0.35,0.35,0.29,0.53,0.33,0.13,1.23,1.35,1.6,1,1.42,1.93,0,3,6,0.06,0.45,0.23,0.32,0.27,0.27,0.47,1.74,1.52,1.33,1.8,1.58,1.07,3,4,10,0.13
hamburg,wolfsburg,0,1,0,0.42,0.16,0.42,0.53,0.07,0.4,1.19,1.61,1.13,1.07,1.42,1.67,0,6,6,0,0.32,0.32,0.35,0.47,0.2,0.33,1.32,1.48,1.53,1.27,1.29,1.6,3,7,9,-0.03
bmuenchen,augsburg,1,0,0,0.84,0.13,0.03,0.81,0.13,0.06,2.84,0.47,3.31,0.69,2.66,2.56,1,7,13,0.81,0.22,0.28,0.5,0.19,0.25,0.56,0.94,1.47,0.88,1.63,0.94,0.81,0,3,6,-0.28
wolfsburg,dortmund,0,1,0,0.31,0.34,0.34,0.19,0.44,0.38,1.31,1.47,1.13,1.69,1.28,1,1,7,9,-0.03,0.59,0.25,0.16,0.56,0.31,0.13,2.41,1.16,2.38,1.25,2.03,2,1,7,13,0.44
bremen,frankfurt,0,1,0,0.25,0.28,0.47,0.31,0.25,0.44,1.47,1.94,1.38,1.81,1.03,1.19,1,1,2,-0.22,0.44,0.22,0.34,0.31,0.25,0.44,1.44,1.34,1,1.38,1.53,1.19,3,7,7,0.09
fuerth,freiburg,0,0,1,0.13,0.28,0.59,0,0.25,0.75,0.75,1.72,0.56,2.13,0.66,0.25,3,6,6,-0.47,0.41,0.28,0.31,0.31,0.31,0.38,1.31,1.16,1.13,1.31,1.5,1.25,3,3,9,0.09
hoffenheim,hamburg,0,0,1,0.22,0.22,0.56,0.31,0.25,0.44,1.22,1.94,1.25,1.63,0.88,1.19,1,4,8,-0.34,0.41,0.19,0.41,0.31,0.25,0.44,1.19,1.59,1.25,2.13,1.41,1.19,1,4,7,0
leverkusen,hannover,1,0,0,0.53,0.25,0.22,0.69,0.19,0.13,1.91,1.19,2.06,0.88,1.84,2.25,3,9,11,0.31,0.38,0.19,0.44,0.25,0.06,0.69,1.75,1.84,1.56,2.25,1.31,0.81,1,4,5,-0.06
mainz,mgladbach,0,0,1,0.31,0.34,0.34,0.44,0.31,0.25,1.19,1.19,1.25,0.94,1.28,1.63,1,2,2,-0.03,0.34,0.34,0.31,0.19,0.38,0.44,1.19,1.34,0.88,1.69,1.38,0.94,0,3,6,0.03
duesseldorf,nuernberg,0,0,1,0.22,0.28,0.5,0.31,0.38,0.31,1.19,1.63,1.44,1.63,0.94,1.31,0,0,1,-0.28,0.28,0.34,0.38,0.19,0.31,0.5,1.06,1.38,0.81,1.69,1.19,0.88,0,0,3,-0.09
schalke,vfbstuttgart,0,0,1,0.47,0.22,0.31,0.63,0.19,0.19,1.72,1.47,2.13,1.25,1.63,2.06,3,6,10,0.16,0.34,0.19,0.47,0.38,0.19,0.44,1.03,1.63,0.94,1.63,1.22,1.31,0,3,7,-0.13
mgladbach,bmuenchen,0,0,1,0.36,0.33,0.3,0.5,0.31,0.19,1.27,1.36,1.5,1,1.42,1.81,3,3,6,0.06,0.85,0.12,0.03,0.88,0.13,0,2.85,0.45,2.38,0.25,2.67,2.75,3,7,13,0.82
nuernberg,bremen,1,0,0,0.3,0.33,0.36,0.38,0.38,0.25,1.09,1.36,1.31,1.06,1.24,1.5,3,3,3,-0.06,0.24,0.3,0.45,0.19,0.31,0.5,1.45,1.91,1.56,2.06,1.03,0.88,1,2,3,-0.21
hannover,duesseldorf,1,0,0,0.36,0.18,0.45,0.5,0.31,0.19,1.73,1.88,1.94,1.44,1.27,1.81,0,4,4,-0.09,0.21,0.27,0.52,0.13,0.19,0.69,1.18,1.64,0.94,1.63,0.91,0.56,0,0,1,-0.3
augsburg,fuerth,1,0,0,0.21,0.27,0.52,0.25,0.31,0.44,0.91,1.52,1,1.31,0.91,1.06,0,3,6,-0.3,0.12,0.27,0.61,0.25,0.31,0.44,0.76,1.73,0.94,1.31,0.64,1.06,0,3,6,-0.48
dortmund,hoffenheim,0,0,1,0.58,0.27,0.15,0.63,0.19,0.19,2.42,1.21,2.44,1.06,2,2.06,1,5,11,0.42,0.21,0.21,0.58,0.13,0.19,0.69,1.21,2,1.19,2.25,0.85,0.56,0,4,5,-0.36
hamburg,leverkusen,0,0,1,0.42,0.18,0.39,0.5,0.13,0.38,1.27,1.58,1.13,1.06,1.45,1.63,3,4,10,0.03,0.55,0.24,0.21,0.38,0.31,0.31,1.94,1.18,1.75,1.5,1.88,1.44,3,9,13,0.33
vfbstuttgart,mainz,0,1,0,0.36,0.18,0.45,0.31,0.19,0.5,1.06,1.61,1.13,1.63,1.27,1.13,3,3,9,-0.09,0.3,0.33,0.36,0.19,0.38,0.44,1.21,1.27,1.13,1.44,1.24,0.94,0,2,2,-0.06
freiburg,schalke,0,0,1,0.42,0.27,0.3,0.5,0.25,0.25,1.33,1.15,1.5,1,1.55,1.75,3,6,9,0.12,0.45,0.21,0.33,0.31,0.25,0.44,1.7,1.48,1.31,1.69,1.58,1.19,0,6,7,0.12
hannover,augsburg,1,0,0,0.6,0,0.4,1,0,0,1.6,1.4,2.67,0.67,1.8,3,0,6,9,0.2,0.6,0,0.4,0.5,0,0.5,1,1.4,0.5,0.5,1.8,1.5,3,9,9,0.2
schalke,bmuenchen,0,0,1,0.4,0.2,0.4,0.5,0.5,0,1.4,1.8,2.5,1.5,1.4,2,3,6,7,0,0.8,0.2,0,0.5,0.5,0,1.8,0.4,1,0.5,2.6,2,3,7,13,0.8
hamburg,bremen,0,0,1,0.2,0.2,0.6,0.5,0,0.5,2,3,2.5,2.5,0.8,1.5,0,3,4,-0.4,0.4,0,0.6,0.33,0,0.67,0.6,1.6,0.67,1.67,1.2,1,0,0,6,-0.2
nuernberg,dortmund,0,1,0,0,0.6,0.4,0,0.5,0.5,1,1.6,1,1.5,0.6,0.5,1,1,3,-0.4,1,0,0,1,0,0,3,0.8,3,0.5,3,3,3,9,15,1
vfbstuttgart,frankfurt,0,1,0,0.4,0,0.6,0.5,0,0.5,2,1.6,3,1.5,1.2,1.5,3,6,6,-0.2,0.4,0,0.6,0.67,0,0.33,1.4,1.8,2,2,1.2,2,3,6,6,-0.2
freiburg,herthabsc,0,1,0,0,0.4,0.6,0,0.5,0.5,1.4,2.2,1,1.5,0.4,0.5,0,2,2,-0.6,0.4,0.2,0.4,0,0.5,0.5,1.8,1.2,1,2,1.4,0.5,0,3,7,0
frankfurt,hamburg,0,1,0,0.33,0.17,0.5,0,0,1,1.33,1.67,0.5,1.5,1.17,0,1,4,7,-0.17,0.17,0.17,0.67,0,0.33,0.67,1.67,2.83,1.67,3.33,0.67,0.33,0,3,3,-0.5
herthabsc,mainz,1,0,0,0.33,0.33,0.33,0.67,0,0.33,1.67,1.17,2.33,0.67,1.33,2,1,1,5,0,0.5,0,0.5,0.5,0,0.5,1.5,2,1.5,2.5,1.5,1.5,0,0,6,0
augsburg,mgladbach,0,1,0,0.5,0,0.5,0.67,0,0.33,1,1.5,1.33,2,1.5,2,0,6,9,0,0.5,0,0.5,0,0,1,2.5,1.83,1.33,3,1.5,0,3,6,9,0
bremen,nuernberg,0,1,0,0.5,0,0.5,0.5,0,0.5,0.83,1.33,0.5,1.5,1.5,1.5,3,3,6,0,0,0.67,0.33,0,0.67,0.33,1,1.5,1,1.67,0.67,0.67,1,2,3,-0.33
hoffenheim,schalke,0,1,0,0.33,0.33,0.33,0.33,0.67,0,2.5,2.5,2.33,2,1.33,1.67,0,3,7,0,0.33,0.17,0.5,0.33,0,0.67,1.17,2.17,0.67,2,1.17,1,0,6,6,-0.17
braunschweig,vfbstuttgart,0,0,1,0,0.17,0.83,0,0.33,0.67,0.5,2.33,0.33,1.33,0.17,0.33,0,1,1,-0.83,0.33,0.17,0.5,0.33,0,0.67,1.83,1.5,1.33,1.67,1.17,1,1,7,7,-0.17
schalke,augsburg,1,0,0,0.29,0.29,0.43,0.33,0.33,0.33,1.43,2.29,1.67,2.33,1.14,1.33,1,4,7,-0.14,0.43,0.14,0.43,0.33,0,0.67,1.14,1.57,0.67,1,1.43,1,1,4,10,0
leverkusen,bmuenchen,0,1,0,0.86,0,0.14,1,0,0,2.43,1,3,1,2.57,3,3,9,12,0.71,0.86,0.14,0,0.67,0.33,0,2,0.29,2,0.33,2.71,2.33,3,9,13,0.86
wolfsburg,braunschweig,0,0,1,0.43,0,0.57,1,0,0,1.29,1.29,2.67,0.33,1.29,3,0,3,6,-0.14,0,0.14,0.86,0,0,1,0.43,2.57,0.67,3.33,0.14,0,0,1,1,-0.86
vfbstuttgart,bremen,0,1,0,0.43,0.14,0.43,0.33,0.33,0.33,2.14,1.29,2.33,1.33,1.43,1.33,3,7,10,0,0.43,0.14,0.43,0.5,0,0.5,1.14,1.57,1,1.25,1.43,1.5,1,4,4,0
mgladbach,dortmund,1,0,0,0.43,0.14,0.43,1,0,0,2.43,1.86,3.67,0.67,1.43,3,1,4,7,0,0.86,0.14,0,0.67,0.33,0,3,0.71,2.33,0.67,2.71,2.33,3,7,13,0.86
freiburg,frankfurt,0,1,0,0,0.43,0.57,0,0.67,0.33,1.14,2.43,1,1.33,0.43,0.67,0,1,3,-0.57,0.29,0.29,0.43,0.5,0.25,0.25,1.43,1.71,1.75,1.75,1.14,1.75,1,5,8,-0.14
nuernberg,hamburg,0,0,1,0,0.71,0.29,0,0.67,0.33,1.29,1.71,1,1.33,0.71,0.67,1,3,3,-0.29,0.14,0.29,0.57,0,0.5,0.5,1.71,2.71,1.75,3,0.71,0.5,1,1,4,-0.43
hannover,herthabsc,0,1,0,0.57,0,0.43,1,0,0,1.43,1.43,2.5,0.75,1.71,3,0,3,9,0.14,0.43,0.29,0.29,0,0.67,0.33,1.86,1.14,1,1.67,1.57,0.67,3,4,7,0.14
bremen,freiburg,0,1,0,0.38,0.25,0.38,0.33,0.33,0.33,1.13,1.5,1.33,2,1.38,1.33,1,5,5,0,0,0.5,0.5,0,0.25,0.75,1.13,2.25,1.25,3.25,0.5,0.25,1,2,3,-0.5
hoffenheim,leverkusen,0,0,1,0.25,0.5,0.25,0.25,0.75,0,2.5,2.5,2.5,2.25,1.25,1.5,1,2,5,0,0.75,0.13,0.13,0.67,0,0.33,2.25,1,1.67,1,2.38,2,1,7,10,0.63
bmuenchen,mainz,1,0,0,0.75,0.25,0,1,0,0,1.88,0.38,2,0.25,2.5,3,1,7,11,0.75,0.38,0.13,0.5,0.33,0,0.67,1.5,2.13,1.33,2.67,1.25,1,1,1,1,-0.13
frankfurt,nuernberg,0,1,0,0.25,0.38,0.38,0,0.33,0.67,1.38,1.63,1,1.67,1.13,0.33,1,3,6,-0.13,0,0.63,0.38,0,0.75,0.25,1.13,2.13,1.5,2,0.63,0.75,0,2,3,-0.38
braunschweig,schalke,0,0,1,0.13,0.13,0.75,0,0.25,0.75,0.63,2.25,0.25,2,0.5,0.25,3,3,4,-0.63,0.38,0.25,0.38,0.25,0.25,0.5,1.75,2.13,1.25,2.25,1.38,1,3,4,10,0
hamburg,vfbstuttgart,0,1,0,0.25,0.25,0.5,0.33,0,0.67,2.13,2.38,1.67,2.33,1,1,3,4,7,-0.25,0.38,0.25,0.38,0.5,0,0.5,2,1.25,2,1.25,1.38,1.5,1,5,11,0
augsburg,wolfsburg,0,0,1,0.38,0.13,0.5,0.5,0.25,0.25,1.13,1.88,1.5,2,1.25,1.75,0,1,7,-0.13,0.38,0,0.63,0,0,1,1.13,1.38,0.25,2,1.13,0,0,3,6,-0.25
mainz,braunschweig,1,0,0,0.33,0.11,0.56,0.4,0.2,0.4,1.44,2.33,1.6,1.8,1.11,1.4,0,1,1,-0.22,0.11,0.11,0.78,0.25,0,0.75,0.78,2.33,1,2.5,0.44,0.75,0,3,4,-0.67
wolfsburg,bremen,1,0,0,0.44,0,0.56,0.75,0,0.25,1.22,1.33,2,0.75,1.33,2.25,3,3,6,-0.11,0.33,0.33,0.33,0.4,0.2,0.4,1,1.33,1,1.2,1.33,1.4,1,3,6,0
schalke,dortmund,0,0,1,0.44,0.22,0.33,0.5,0.25,0.25,1.89,2.11,2.25,2,1.56,1.75,3,7,10,0.11,0.78,0.11,0.11,0.5,0.25,0.25,2.44,0.78,1.75,1,2.44,1.75,3,6,10,0.67
freiburg,hamburg,0,0,1,0,0.56,0.44,0,0.75,0.25,1,2,1,1.25,0.56,0.75,1,2,3,-0.44,0.22,0.33,0.44,0.2,0.4,0.4,2.22,2.44,2.4,2.4,1,1,1,5,5,-0.22
bmuenchen,herthabsc,1,0,0,0.78,0.22,0,1,0,0,2.11,0.44,2.4,0.4,2.56,3,3,7,13,0.78,0.44,0.33,0.22,0,0.75,0.25,1.67,1,1,1.5,1.67,0.75,3,7,8,0.22
vfbstuttgart,nuernberg,0,1,0,0.33,0.33,0.33,0.25,0.5,0.25,2.11,1.44,2,1.25,1.33,1.25,1,5,9,0,0,0.67,0.33,0,0.8,0.2,1.11,2,1.4,1.8,0.67,0.8,1,2,4,-0.33
hoffenheim,bmuenchen,0,0,1,0.3,0.4,0.3,0.2,0.6,0.2,2.5,2.3,2.2,2.2,1.3,1.2,3,4,5,0,0.8,0.2,0,0.5,0.5,0,2.2,0.6,1.75,0.5,2.6,2,3,7,13,0.8
braunschweig,leverkusen,1,0,0,0.1,0.1,0.8,0,0.2,0.8,0.7,2.3,0.6,2.2,0.4,0.2,0,3,3,-0.7,0.8,0.1,0.1,0.75,0,0.25,2.2,1,1.75,1,2.5,2.25,3,7,13,0.7
hamburg,mgladbach,0,0,1,0.3,0.3,0.4,0.25,0.25,0.5,2.3,2.2,2,2.5,1.2,1,3,7,8,-0.1,0.5,0.1,0.4,0,0.2,0.8,2.3,1.5,1.2,2.4,1.6,0.2,3,6,10,0.1
herthabsc,schalke,0,0,1,0.4,0.3,0.3,0.8,0,0.2,1.7,1.2,2.2,0.6,1.5,2.4,0,4,8,0.1,0.4,0.2,0.4,0.4,0.2,0.4,1.8,2.2,1.6,2.2,1.4,1.4,0,6,7,0
dortmund,vfbstuttgart,1,0,0,0.8,0.1,0.1,1,0,0,2.5,0.8,3,0.6,2.5,3,3,6,10,0.7,0.3,0.4,0.3,0.4,0.2,0.4,2,1.4,2.2,1.6,1.3,1.4,1,3,7,0
frankfurt,wolfsburg,0,0,1,0.2,0.4,0.4,0,0.5,0.5,1.3,1.8,1,1.5,1,0.5,0,2,4,-0.2,0.5,0,0.5,0.2,0,0.8,1.4,1.2,0.6,1.8,1.5,0.6,3,6,9,0
bmuenchen,augsburg,1,0,0,0.82,0.18,0,1,0,0,2.18,0.64,2.5,0.67,2.64,3,3,9,13,0.82,0.36,0.09,0.55,0.2,0,0.8,1.18,1.82,0.8,1.8,1.18,0.6,3,3,4,-0.18
hannover,braunschweig,0,1,0,0.36,0.09,0.55,0.67,0.17,0.17,1.27,1.73,2,1.33,1.18,2.17,0,0,1,-0.18,0.18,0.09,0.73,0.2,0,0.8,0.73,2.09,0.8,2.4,0.64,0.6,3,3,6,-0.55
wolfsburg,dortmund,1,0,0,0.55,0,0.45,0.8,0,0.2,1.45,1.18,2.2,0.6,1.64,2.4,3,9,9,0.09,0.82,0.09,0.09,0.6,0.2,0.2,2.82,0.82,2,1,2.55,2,3,9,12,0.73
leverkusen,hamburg,1,0,0,0.73,0.09,0.18,0.83,0.17,0,2,1,2.5,1,2.27,2.67,0,6,10,0.55,0.27,0.27,0.45,0.33,0.33,0.33,2.09,2.18,2.5,2,1.09,1.33,0,4,8,-0.18
hoffenheim,herthabsc,0,0,1,0.27,0.36,0.36,0.17,0.5,0.33,2.36,2.27,2,2.17,1.18,1,0,3,5,-0.09,0.36,0.27,0.36,0,0.6,0.4,1.55,1.27,1.2,1.8,1.36,0.6,0,3,7,0
mgladbach,nuernberg,1,0,0,0.55,0.09,0.36,1,0,0,2.27,1.36,3.4,0.6,1.73,3,3,6,10,0.18,0,0.64,0.36,0,0.83,0.17,1,2,1.33,1.67,0.64,0.83,0,2,3,-0.36
braunschweig,freiburg,0,0,1,0.17,0.17,0.67,0.17,0.17,0.67,0.67,1.92,0.67,1.83,0.67,0.67,1,4,7,-0.5,0.08,0.42,0.5,0.17,0.33,0.5,1.08,2,1.33,2.17,0.67,0.83,0,3,5,-0.42
hamburg,hannover,1,0,0,0.25,0.25,0.5,0.2,0.2,0.6,2.17,2.42,1.6,2.4,1,0.8,0,3,7,-0.25,0.33,0.17,0.5,0,0,1,1.17,1.58,0.4,2.2,1.17,0,1,1,2,-0.17
augsburg,hoffenheim,1,0,0,0.33,0.08,0.58,0.5,0.17,0.33,1.08,1.92,1.5,1.83,1.08,1.67,0,3,3,-0.25,0.25,0.33,0.42,0.4,0.2,0.4,2.33,2.33,2.8,2.4,1.08,1.4,0,3,4,-0.17
herthabsc,leverkusen,0,0,1,0.42,0.25,0.33,0.67,0,0.33,1.67,1.33,1.83,0.83,1.5,2,3,3,7,0.08,0.75,0.08,0.17,0.6,0,0.4,2.25,1.17,1.4,1,2.33,1.8,3,6,10,0.58
bremen,mainz,0,0,1,0.33,0.25,0.42,0.4,0.4,0.2,1.08,1.67,1.4,1.6,1.25,1.6,0,3,5,-0.08,0.42,0.08,0.5,0.2,0,0.8,1.42,1.92,1.2,2.8,1.33,0.6,3,6,7,-0.08
vfbstuttgart,mgladbach,0,0,1,0.33,0.33,0.33,0.2,0.6,0.2,2,1.75,1.8,1.2,1.33,1.2,3,4,6,0,0.58,0.08,0.33,0.17,0.17,0.67,2.33,1.33,1.33,2,1.83,0.67,3,9,12,0.25
frankfurt,schalke,0,1,0,0.17,0.33,0.5,0,0.4,0.6,1.17,1.75,1,1.6,0.83,0.4,0,0,2,-0.33,0.5,0.17,0.33,0.5,0.17,0.33,1.92,1.92,1.67,1.83,1.67,1.67,3,6,12,0.17
nuernberg,wolfsburg,0,1,0,0,0.58,0.42,0,0.4,0.6,1,2.08,0.6,2.4,0.58,0.4,0,1,2,-0.42,0.58,0,0.42,0.33,0,0.67,1.5,1.17,0.83,1.67,1.75,1,3,9,12,0.17
herthabsc,augsburg,0,1,0,0.38,0.23,0.38,0.57,0,0.43,1.54,1.31,1.57,0.86,1.38,1.71,0,3,6,0,0.38,0.08,0.54,0.17,0,0.83,1.15,1.77,0.67,2,1.23,0.5,3,6,6,-0.15
hoffenheim,bremen,0,1,0,0.23,0.31,0.46,0.14,0.43,0.43,2.15,2.31,2,2.29,1,0.86,0,0,3,-0.23,0.31,0.23,0.46,0.29,0.14,0.57,1.15,1.77,0.86,1.71,1.15,1,0,3,4,-0.15
mainz,dortmund,0,0,1,0.46,0.08,0.46,0.57,0.14,0.29,1.54,1.92,1.57,1.29,1.46,1.86,3,6,9,0,0.69,0.08,0.23,0.5,0.17,0.33,2.46,1.08,1.83,1.17,2.15,1.67,0,3,9,0.46
