season,round,home_team,away_team,home_win,draw,away_win,home_prob_total_wins,home_prob_total_draws,home_prob_total_loses,prob_total_home_wins,prob_total_home_draws,prob_total_home_loses,home_avg_total_goles_scored,home_avg_total_goles_conceded,avg_total_home_goles_scored,avg_total_home_goles_conceded,home_avg_total_points,avg_total_home_points,home_point_1_back,home_point_3_back,home_point_5_back,home_team_form,away_prob_total_wins,away_prob_total_draws,away_prob_total_loses,prob_total_away_wins,prob_total_away_draws,prob_total_away_loses,away_avg_total_goles_scored,away_avg_total_goles_conceded,avg_total_away_goles_scored,avg_total_away_goles_conceded,away_avg_total_points,avg_total_away_points,away_point_1_back,away_point_3_back,away_point_5_back,away_team_form,home_win_0_proba,home_win_1_proba
2012,21,jeju_united,daejeon,1,0,0,0.45,0.3,0.25,0.7,0.1,0.2,1.8,1.3,2.2,1.2,1.65,2.2,1,4,5,0.2,0.25,0.15,0.6,0.27,0.18,0.55,0.85,1.55,1,1.55,0.9,1,0,1,4,-0.35,0.4043862824,0.5956137176
2012,22,fc_seoul,busan_ipark,1,0,0,0.57,0.29,0.14,0.8,0.2,0,1.43,0.86,1.9,0.7,2,2.6,0,4,8,0.43,0.43,0.29,0.29,0.36,0.27,0.36,1.14,1,1.18,1.36,1.57,1.36,3,6,6,0.14,0.5659828404,0.4340171596
2012,22,jeonbuk_fc,gangwon_fc,1,0,0,0.67,0.19,0.14,0.6,0.3,0.1,2.29,0.95,2.3,1.2,2.19,2.1,3,7,13,0.52,0.29,0.1,0.62,0.4,0.2,0.4,1.05,1.67,1.3,1.3,0.95,1.4,0,6,6,-0.33,0.3282999853,0.6717000147
2012,22,ulsan_hyundai,gwangju_fc,1,0,0,0.52,0.24,0.24,0.6,0.3,0.1,1.48,1,2,1.1,1.81,2.1,3,7,11,0.29,0.19,0.33,0.48,0.18,0.27,0.55,1.43,1.81,1.36,2.18,0.9,0.82,0,1,4,-0.29,0.3820015868,0.6179984132
2012,22,seongnam_fc,gyeongnam_fc,1,0,0,0.29,0.24,0.48,0.2,0.4,0.4,0.86,1.29,0.9,1.3,1.1,1,3,4,5,-0.19,0.38,0.14,0.48,0.4,0.1,0.5,1.29,1.29,1.6,1.6,1.29,1.3,0,4,7,-0.1,0.627309343,0.372690657
2012,22,pohang_steelers,incheon_united,1,0,0,0.43,0.19,0.38,0.4,0.2,0.4,1.14,0.95,1.2,0.8,1.48,1.4,3,6,9,0.05,0.19,0.43,0.38,0.1,0.3,0.6,0.76,1.1,0.5,1.2,1,0.6,3,7,11,-0.19,0.5327690631,0.4672309369
2012,22,jeju_united,jeonnam_dragons,1,0,0,0.48,0.29,0.24,0.73,0.09,0.18,1.9,1.29,2.36,1.18,1.71,2.27,3,4,7,0.24,0.24,0.33,0.43,0.2,0.3,0.5,0.9,1.38,0.7,1.6,1.05,0.9,0,1,1,-0.19,0.4209935607,0.5790064393
2012,23,incheon_united,daegu_fc,1,0,0,0.18,0.41,0.41,0.27,0.55,0.18,0.77,1.14,1,1,0.95,1.36,0,6,8,-0.23,0.36,0.36,0.27,0.2,0.4,0.4,1.18,1.23,1.1,1.4,1.45,1,1,3,7,0.09,0.6280792884,0.3719207116
2012,24,suwon_bluewings,incheon_united,1,0,0,0.52,0.22,0.26,0.75,0.08,0.17,1.52,1.22,1.75,1,1.78,2.33,1,2,2,0.26,0.22,0.39,0.39,0.09,0.27,0.64,0.78,1.09,0.55,1.27,1.04,0.55,3,6,10,-0.17,0.5062094258,0.4937905742
2012,25,gyeongnam_fc,daegu_fc,1,0,0,0.38,0.13,0.5,0.42,0.17,0.42,1.25,1.29,1.17,1,1.25,1.42,0,3,6,-0.13,0.33,0.33,0.33,0.18,0.36,0.45,1.13,1.25,1,1.36,1.33,0.91,0,1,3,0,0.5724910257,0.4275089743
2012,25,fc_seoul,gangwon_fc,1,0,0,0.58,0.29,0.13,0.82,0.18,0,1.71,0.88,2.27,0.64,2.04,2.64,1,7,8,0.46,0.29,0.13,0.58,0.42,0.17,0.42,1.04,1.58,1.33,1.33,1,1.42,1,4,7,-0.29,0.3627392028,0.6372607972
2012,25,incheon_united,jeonnam_dragons,1,0,0,0.21,0.38,0.42,0.33,0.5,0.17,0.79,1.17,1,0.92,1,1.5,0,3,9,-0.21,0.21,0.33,0.46,0.18,0.27,0.55,0.88,1.58,0.64,2,0.96,0.82,0,1,2,-0.25,0.5295550643,0.4704449357
2012,25,pohang_steelers,seongnam_fc,1,0,0,0.42,0.21,0.38,0.42,0.17,0.42,1.13,0.96,1.25,0.92,1.46,1.42,1,4,7,0.04,0.33,0.25,0.42,0.42,0.08,0.5,0.92,1.17,0.92,1.25,1.25,1.33,3,7,11,-0.08,0.5742755035,0.4257244965
2012,25,ulsan_hyundai,suwon_bluewings,1,0,0,0.5,0.25,0.25,0.64,0.27,0.09,1.38,0.96,2,1.09,1.75,2.18,1,4,8,0.25,0.54,0.21,0.25,0.27,0.36,0.36,1.58,1.21,1.27,1.45,1.83,1.18,3,5,5,0.29,0.6418772039,0.3581227961
2012,26,fc_seoul,gyeongnam_fc,1,0,0,0.6,0.28,0.12,0.83,0.17,0,1.76,0.92,2.33,0.75,2.08,2.67,3,7,10,0.48,0.4,0.12,0.48,0.33,0.08,0.58,1.36,1.28,1.33,1.58,1.32,1.08,3,6,6,-0.08,0.5145195155,0.4854804845
2012,26,daegu_fc,jeonnam_dragons,1,0,0,0.32,0.32,0.36,0.46,0.31,0.23,1.12,1.36,1.23,1.15,1.28,1.69,0,0,2,-0.04,0.2,0.32,0.48,0.17,0.25,0.58,0.84,1.56,0.58,1.92,0.92,0.75,0,1,1,-0.28,0.5025242982,0.4974757018
2012,26,jeonbuk_fc,pohang_steelers,1,0,0,0.64,0.2,0.16,0.58,0.25,0.17,2.12,0.96,2.08,1.17,2.12,2,0,4,10,0.48,0.44,0.2,0.36,0.42,0.25,0.33,1.2,0.96,1,1,1.52,1.5,3,4,10,0.08,0.4687627797,0.5312372203
2012,26,gwangju_fc,sangju_sangmu,1,0,0,0.16,0.36,0.48,0.17,0.42,0.42,1.32,1.76,1.42,1.5,0.84,0.92,0,2,2,-0.32,0.28,0.2,0.52,0.25,0.33,0.42,1,1.4,1.17,1.33,1.04,1.08,3,7,9,-0.24,0.6491496472,0.3508503528
2012,27,incheon_united,gangwon_fc,1,0,0,0.27,0.35,0.38,0.38,0.46,0.15,0.85,1.08,1,0.85,1.15,1.62,3,6,9,-0.12,0.27,0.15,0.58,0.38,0.15,0.46,1.08,1.62,1.38,1.46,0.96,1.31,1,2,5,-0.31,0.5405417304,0.4594582696
2012,27,suwon_bluewings,sangju_sangmu,1,0,0,0.5,0.23,0.27,0.77,0.08,0.15,1.54,1.23,1.85,1,1.73,2.38,1,4,6,0.23,0.27,0.19,0.54,0.23,0.31,0.46,0.96,1.38,1.08,1.31,1,1,0,6,8,-0.27,0.4368486459,0.5631513541
2012,28,pohang_steelers,daegu_fc,1,0,0,0.44,0.19,0.37,0.46,0.15,0.38,1.26,1.07,1.38,0.92,1.52,1.54,3,6,7,0.07,0.33,0.33,0.33,0.15,0.38,0.46,1.11,1.3,1,1.54,1.33,0.85,1,4,4,0,0.5386084472,0.4613915528
2012,29,gyeongnam_fc,busan_ipark,1,0,0,0.36,0.14,0.5,0.43,0.14,0.43,1.29,1.29,1.29,1,1.21,1.43,0,1,4,-0.14,0.43,0.32,0.25,0.43,0.21,0.36,1.04,1,1.21,1.57,1.61,1.5,3,5,9,0.18,0.637384424,0.362615576
2012,29,daegu_fc,gangwon_fc,1,0,0,0.32,0.32,0.36,0.5,0.29,0.21,1.14,1.39,1.21,1.07,1.29,1.79,0,4,4,-0.04,0.25,0.14,0.61,0.36,0.14,0.5,1.04,1.64,1.29,1.5,0.89,1.21,0,1,2,-0.36,0.5193280555,0.4806719445
2012,29,pohang_steelers,gwangju_fc,1,0,0,0.46,0.18,0.36,0.5,0.14,0.36,1.36,1.11,1.57,1,1.57,1.64,3,6,10,0.11,0.21,0.32,0.46,0.21,0.29,0.5,1.32,1.64,1.29,1.86,0.96,0.93,0,6,7,-0.25,0.44169219,0.55830781
2012,30,fc_seoul,daegu_fc,1,0,0,0.62,0.24,0.14,0.79,0.14,0.07,1.79,0.97,2.14,0.86,2.1,2.5,3,6,12,0.48,0.34,0.31,0.34,0.14,0.36,0.5,1.17,1.34,1.07,1.71,1.34,0.79,3,4,7,0,0.4490410369,0.5509589631
2013,6,jeonnam_dragons,daejeon,1,0,0,0,0.4,0.6,0,0,1,0.6,1.2,0,1,0.4,0,1,1,2,-0.6,0.2,0.4,0.4,0.5,0,0.5,1,1.8,1,2,1,1.5,1,5,5,-0.2,0.6598451155,0.3401548845
2013,6,jeju_united,gangwon_fc,1,0,0,0.4,0.4,0.2,0.5,0.5,0,1,0.8,1,0.5,1.6,2,0,4,8,0.2,0,0.6,0.4,0,0.33,0.67,0.6,1.4,0.67,2,0.6,0.33,1,2,3,-0.4,0.4255244841,0.5744755159
2013,7,jeonbuk_fc,daegu_fc,1,0,0,0.5,0.17,0.33,0.67,0,0.33,1.67,1.33,1.67,1.33,1.67,2,0,3,7,0.17,0,0.5,0.5,0,0.33,0.67,0.67,1.5,0.67,1.67,0.5,0.33,0,1,3,-0.5,0.4092382645,0.5907617355
2013,7,seongnam_fc,fc_seoul,1,0,0,0.17,0.33,0.5,0.33,0,0.67,0.83,1.5,1.33,2,0.83,1,3,4,5,-0.33,0,0.67,0.33,0,0.5,0.5,1.5,1.83,0.5,1,0.67,0.5,1,3,3,-0.33,0.6490528342,0.3509471658
2013,7,jeju_united,gyeongnam_fc,1,0,0,0.5,0.33,0.17,0.67,0.33,0,1.5,0.67,2,0.33,1.83,2.33,3,6,8,0.33,0.17,0.83,0,0,1,0,1,0.83,1,1,1.33,1,1,3,7,0.17,0.3872838265,0.6127161735
2013,8,fc_seoul,daegu_fc,1,0,0,0,0.57,0.43,0,0.75,0.25,1.43,1.86,2,2.25,0.57,0.75,0,2,3,-0.43,0,0.43,0.57,0,0.25,0.75,0.57,1.57,0.5,1.75,0.43,0.25,0,0,2,-0.57,0.5415287221,0.4584712779
2013,8,pohang_steelers,jeju_united,1,0,0,0.57,0.43,0,0.67,0.33,0,2,0.71,2,0.67,2.14,2.33,3,5,11,0.57,0.57,0.29,0.14,0.33,0.33,0.33,1.57,0.71,1,1,2,1.33,3,6,10,0.43,0.5629962768,0.4370037232
2013,8,incheon_united,jeonbuk_fc,1,0,0,0.43,0.43,0.14,0,0.67,0.33,1.57,1,0.33,0.67,1.71,0.67,1,5,8,0.29,0.57,0.14,0.29,0.33,0.33,0.33,1.71,1.14,1.67,1.33,1.86,1.33,3,6,7,0.29,0.6665868828,0.3334131172
2013,9,fc_seoul,gangwon_fc,1,0,0,0.13,0.5,0.38,0.2,0.6,0.2,1.75,1.63,2.4,1.8,0.88,1.2,3,4,6,-0.25,0,0.5,0.5,0,0.4,0.6,0.5,1.88,0.6,2.2,0.5,0.4,1,1,2,-0.5,0.4303839097,0.5696160903
2013,10,jeonbuk_fc,fc_seoul,1,0,0,0.44,0.22,0.33,0.6,0.2,0.2,1.56,1.33,1.6,1,1.56,2,1,4,7,0.11,0.22,0.44,0.33,0,0.33,0.67,1.89,1.67,0.67,1.33,1.11,0.33,3,6,8,-0.11,0.6135156788,0.3864843212
2013,10,suwon_bluewings,incheon_united,1,0,0,0.56,0.22,0.22,0.4,0.4,0.2,1.56,1,1,0.8,1.89,1.6,1,4,8,0.33,0.44,0.44,0.11,0.6,0.4,0,1.78,1.11,2.4,1.4,1.78,2.2,1,5,9,0.33,0.5465460839,0.4534539161
2013,10,pohang_steelers,seongnam_fc,1,0,0,0.56,0.44,0,0.75,0.25,0,1.78,0.67,1.75,0.5,2.11,2.5,1,7,9,0.56,0.33,0.33,0.33,0.25,0.5,0.25,0.89,1.11,0.5,0.75,1.33,1.25,1,7,10,0,0.3877911049,0.6122088951
2013,10,jeju_united,ulsan_hyundai,1,0,0,0.44,0.33,0.22,0.75,0.25,0,1.33,0.78,2,0.5,1.67,2.5,1,4,7,0.22,0.44,0.33,0.22,0.5,0.25,0.25,1.56,0.89,1.75,1,1.67,1.75,1,4,6,0.22,0.5876131918,0.4123868082
2013,11,gyeongnam_fc,daegu_fc,1,0,0,0.1,0.7,0.2,0.2,0.6,0.2,0.8,0.9,0.8,0.8,1,1.2,0,2,3,-0.1,0,0.4,0.6,0,0.2,0.8,0.5,1.7,0.4,2.2,0.4,0.2,0,1,1,-0.6,0.4313488781,0.5686511219
2013,12,incheon_united,gangwon_fc,1,0,0,0.36,0.45,0.18,0.2,0.6,0.2,1.45,1,0.8,0.6,1.55,1.2,1,2,6,0.18,0.09,0.45,0.45,0,0.33,0.67,0.82,1.82,0.83,2.33,0.73,0.33,3,4,5,-0.36,0.4339219375,0.5660780625
2013,12,fc_seoul,jeonnam_dragons,1,0,0,0.27,0.36,0.36,0.33,0.5,0.17,1.73,1.55,2.5,1.83,1.18,1.5,3,6,9,-0.09,0.18,0.55,0.27,0.17,0.67,0.17,1,1,0.67,0.67,1.09,1.17,1,5,7,-0.09,0.5470537532,0.4529462468
2013,13,pohang_steelers,daegu_fc,1,0,0,0.5,0.42,0.08,0.67,0.17,0.17,1.67,0.83,1.5,0.67,1.92,2.17,0,4,8,0.42,0,0.42,0.58,0,0.17,0.83,0.58,1.75,0.5,2.33,0.42,0.17,1,1,2,-0.58,0.3086782819,0.6913217181
2013,13,ulsan_hyundai,gyeongnam_fc,1,0,0,0.5,0.25,0.25,0.5,0.33,0.17,1.5,1,1.33,0.67,1.75,1.83,3,6,7,0.25,0.17,0.58,0.25,0,0.67,0.33,0.92,1,0.67,1.17,1.08,0.67,0,3,5,-0.08,0.4262455142,0.5737544858
2013,14,fc_seoul,busan_ipark,1,0,0,0.31,0.38,0.31,0.43,0.43,0.14,2,1.62,2.57,1.57,1.31,1.71,1,7,10,0,0.38,0.38,0.23,0.33,0.33,0.33,1.31,1.08,1.17,0.83,1.54,1.33,0,4,8,0.15,0.5641591649,0.4358408351
2013,14,gyeongnam_fc,daejeon,1,0,0,0.15,0.54,0.31,0.33,0.5,0.17,0.92,1.23,1.17,0.83,1,1.5,0,3,4,-0.15,0.08,0.38,0.54,0.17,0.5,0.33,0.85,2,1,1.67,0.62,1,0,1,3,-0.46,0.4350128204,0.5649871796
2013,14,suwon_bluewings,jeonbuk_fc,1,0,0,0.46,0.15,0.38,0.43,0.29,0.29,1.23,1,1,0.86,1.54,1.57,0,0,4,0.08,0.46,0.23,0.31,0.33,0.33,0.33,1.62,1.46,1.83,1.67,1.62,1.33,3,4,8,0.15,0.6292304512,0.3707695488
2013,15,busan_ipark,daegu_fc,1,0,0,0.36,0.36,0.29,0.43,0.43,0.14,1.21,1.07,1.43,1.29,1.43,1.71,0,3,7,0.07,0.07,0.36,0.57,0,0.14,0.86,1,2,0.71,2.57,0.57,0.14,3,4,4,-0.5,0.4986295892,0.5013704108
2013,15,ulsan_hyundai,fc_seoul,1,0,0,0.5,0.21,0.29,0.57,0.29,0.14,1.79,1.29,1.71,0.71,1.71,2,0,6,9,0.21,0.36,0.36,0.29,0.17,0.33,0.5,1.93,1.5,1.33,1.67,1.43,0.83,3,7,10,0.07,0.5803083286,0.4196916714
2013,15,jeonbuk_fc,gyeongnam_fc,1,0,0,0.43,0.21,0.36,0.57,0.14,0.29,1.79,1.71,1.43,1.29,1.5,1.86,0,3,7,0.07,0.21,0.5,0.29,0,0.57,0.43,1.29,1.14,0.71,1.57,1.14,0.57,3,3,6,-0.07,0.5953603318,0.4046396682
2013,15,incheon_united,pohang_steelers,1,0,0,0.43,0.36,0.21,0.29,0.43,0.29,1.5,1.07,0.86,1,1.64,1.29,0,6,7,0.21,0.57,0.36,0.07,0.43,0.57,0,1.93,1,2,1.14,2.07,1.86,3,6,10,0.5,0.6638422876,0.3361577124
2013,16,suwon_bluewings,daejeon,1,0,0,0.47,0.13,0.4,0.5,0.25,0.25,1.47,1.27,1.5,1.25,1.53,1.75,0,3,3,0.07,0.07,0.33,0.6,0.14,0.43,0.43,0.8,2.27,0.86,2.29,0.53,0.86,0,0,1,-0.53,0.3467957339,0.6532042661
2013,16,pohang_steelers,fc_seoul,1,0,0,0.53,0.33,0.13,0.71,0.14,0.14,1.87,1.07,1.86,0.86,1.93,2.29,0,6,7,0.4,0.33,0.33,0.33,0.14,0.29,0.57,1.8,1.53,1.14,1.71,1.33,0.71,0,4,10,0,0.4168452409,0.5831547591
2013,16,daegu_fc,gyeongnam_fc,1,0,0,0.07,0.33,0.6,0.14,0.57,0.29,0.93,1.93,1.29,1.43,0.53,1,0,3,4,-0.53,0.2,0.47,0.33,0,0.5,0.5,1.2,1.33,0.63,1.88,1.07,0.5,0,3,6,-0.13,0.6514037323,0.3485962677
2013,16,ulsan_hyundai,jeonnam_dragons,1,0,0,0.53,0.2,0.27,0.63,0.25,0.13,1.8,1.2,1.75,0.63,1.8,2.13,3,6,12,0.27,0.27,0.47,0.27,0.25,0.5,0.25,0.93,1,0.75,1,1.27,1.25,3,7,8,0,0.5202519106,0.4797480894
2013,17,fc_seoul,seongnam_fc,1,0,0,0.31,0.31,0.38,0.5,0.38,0.13,1.69,1.5,2.38,1.38,1.25,1.88,0,3,7,-0.06,0.44,0.25,0.31,0.44,0.22,0.33,1.38,1.13,1.33,1,1.56,1.56,3,7,13,0.13,0.6379182735,0.3620817265
2013,18,incheon_united,daegu_fc,1,0,0,0.41,0.41,0.18,0.38,0.38,0.25,1.47,1.06,1,1,1.65,1.5,1,5,8,0.24,0.12,0.35,0.53,0,0.13,0.88,1,1.82,0.63,2.38,0.71,0.13,1,4,7,-0.41,0.4014951275,0.5985048725
2013,18,ulsan_hyundai,daejeon,1,0,0,0.53,0.24,0.24,0.67,0.22,0.11,1.76,1.12,1.89,0.67,1.82,2.22,1,7,10,0.29,0.06,0.35,0.59,0.13,0.38,0.5,0.76,2.18,0.88,2.38,0.53,0.75,1,1,1,-0.53,0.303422629,0.696577371
2013,19,ulsan_hyundai,jeju_united,1,0,0,0.56,0.22,0.22,0.7,0.2,0.1,1.78,1.06,1.9,0.6,1.89,2.3,3,7,10,0.33,0.39,0.39,0.22,0.33,0.44,0.22,1.72,1.28,1.33,1.11,1.56,1.44,0,4,5,0.17,0.485200111,0.514799889
2013,19,busan_ipark,jeonnam_dragons,1,0,0,0.33,0.39,0.28,0.44,0.33,0.22,1.17,1.06,1.33,1.22,1.39,1.67,0,2,5,0.06,0.22,0.44,0.33,0.22,0.44,0.33,0.94,1.17,0.78,1.22,1.11,1.11,0,1,5,-0.11,0.4826593354,0.5173406646
2013,19,pohang_steelers,suwon_bluewings,1,0,0,0.5,0.33,0.17,0.67,0.11,0.22,1.72,1.11,1.56,0.89,1.83,2.11,1,4,7,0.33,0.5,0.17,0.33,0.5,0,0.5,1.5,1.17,1.5,1.25,1.67,1.5,3,7,10,0.17,0.6119714992,0.3880285008
2013,20,suwon_bluewings,busan_ipark,1,0,0,0.47,0.16,0.37,0.5,0.3,0.2,1.42,1.16,1.5,1.1,1.58,1.8,0,4,7,0.11,0.37,0.37,0.26,0.22,0.44,0.33,1.21,1.05,1,0.89,1.47,1.11,3,4,8,0.11,0.6106542771,0.3893457229
2013,20,pohang_steelers,gangwon_fc,1,0,0,0.53,0.32,0.16,0.7,0.1,0.2,1.68,1.05,1.5,0.8,1.89,2.2,3,4,7,0.37,0.11,0.47,0.42,0,0.44,0.56,0.79,1.53,0.56,1.67,0.79,0.44,0,2,6,-0.32,0.323478172,0.676521828
2013,20,fc_seoul,jeju_united,1,0,0,0.42,0.26,0.32,0.56,0.33,0.11,1.74,1.32,2.44,1.22,1.53,2,3,9,9,0.11,0.37,0.37,0.26,0.3,0.4,0.3,1.63,1.42,1.2,1.4,1.47,1.3,0,3,5,0.11,0.5083019748,0.4916980252
2013,20,jeonnam_dragons,seongnam_fc,1,0,0,0.21,0.42,0.37,0.22,0.44,0.33,0.95,1.21,1.11,1.11,1.05,1.11,0,1,4,-0.16,0.37,0.26,0.37,0.4,0.2,0.4,1.26,1.26,1.2,1.2,1.37,1.4,0,1,5,0,0.6017508576,0.3982491424
2013,21,jeonbuk_fc,gangwon_fc,1,0,0,0.5,0.2,0.3,0.5,0.2,0.3,1.85,1.45,1.7,1.3,1.7,1.7,3,7,10,0.2,0.1,0.45,0.45,0,0.4,0.6,0.75,1.65,0.5,1.9,0.75,0.4,0,1,3,-0.35,0.3727942122,0.6272057878
2013,21,busan_ipark,gyeongnam_fc,1,0,0,0.35,0.35,0.3,0.5,0.3,0.2,1.15,1.1,1.4,1.2,1.4,1.8,0,3,5,0.05,0.2,0.4,0.4,0,0.5,0.5,1.25,1.55,0.8,1.9,1,0.5,0,4,4,-0.2,0.4920148914,0.5079851086
2013,21,fc_seoul,suwon_bluewings,1,0,0,0.45,0.25,0.3,0.6,0.3,0.1,1.7,1.25,2.3,1.1,1.6,2.1,3,9,12,0.15,0.5,0.15,0.35,0.44,0,0.56,1.45,1.1,1.33,1.22,1.65,1.33,3,6,10,0.15,0.6344252675,0.3655747325
2013,23,fc_seoul,daejeon,1,0,0,0.5,0.23,0.27,0.64,0.27,0.09,1.77,1.27,2.27,1.09,1.73,2.18,3,9,15,0.23,0.05,0.36,0.59,0.09,0.45,0.45,0.73,2,0.91,2.18,0.5,0.73,0,1,2,-0.55,0.2987595193,0.7012404807
2013,23,jeonbuk_fc,jeonnam_dragons,1,0,0,0.5,0.23,0.27,0.55,0.18,0.27,1.95,1.45,1.91,1.27,1.73,1.82,1,7,11,0.23,0.23,0.45,0.32,0.18,0.45,0.36,0.95,1.14,0.73,1.18,1.14,1,1,5,5,-0.09,0.4845222891,0.5154777109
2013,23,busan_ipark,ulsan_hyundai,1,0,0,0.36,0.32,0.32,0.55,0.27,0.18,1.27,1.09,1.73,1.18,1.41,1.91,0,3,6,0.05,0.55,0.27,0.18,0.4,0.3,0.3,1.95,1.09,1.8,1.6,1.91,1.5,1,5,11,0.36,0.6235857253,0.3764142747
2013,24,daejeon,gangwon_fc,1,0,0,0.04,0.35,0.61,0,0.27,0.73,0.78,2.04,0.55,1.82,0.48,0.27,0,1,2,-0.57,0.09,0.39,0.52,0,0.36,0.64,0.74,1.87,0.55,2.09,0.65,0.36,0,0,0,-0.43,0.6248255425,0.3751744575
2013,24,seongnam_fc,ulsan_hyundai,1,0,0,0.35,0.3,0.35,0.36,0.36,0.27,1.3,1.3,1.36,1.27,1.35,1.45,1,5,5,0,0.52,0.26,0.22,0.36,0.27,0.36,1.87,1.09,1.64,1.55,1.83,1.36,0,2,8,0.3,0.617600101,0.382399899
2013,25,seongnam_fc,gangwon_fc,1,0,0,0.38,0.29,0.33,0.42,0.33,0.25,1.38,1.29,1.5,1.25,1.42,1.58,3,7,8,0.04,0.08,0.38,0.54,0,0.33,0.67,0.71,1.88,0.5,2.08,0.63,0.33,0,0,0,-0.46,0.4019966372,0.5980033628
2013,25,jeonnam_dragons,gyeongnam_fc,1,0,0,0.21,0.42,0.38,0.25,0.42,0.33,0.96,1.21,1.25,1.25,1.04,1.17,0,1,5,-0.17,0.17,0.42,0.42,0,0.5,0.5,1.08,1.63,0.75,2,0.92,0.5,1,2,2,-0.25,0.5348579226,0.4651420774
2013,25,ulsan_hyundai,pohang_steelers,1,0,0,0.5,0.25,0.25,0.67,0.25,0.08,1.83,1.17,2.08,0.67,1.75,2.25,0,1,5,0.25,0.58,0.29,0.13,0.5,0.42,0.08,1.71,0.92,1.83,1.17,2.04,1.92,3,7,13,0.46,0.5814780403,0.4185219597
2013,25,incheon_united,suwon_bluewings,1,0,0,0.42,0.33,0.25,0.33,0.33,0.33,1.42,1.13,1.17,1.25,1.58,1.33,0,3,7,0.17,0.5,0.17,0.33,0.5,0,0.5,1.54,1.08,1.5,1.08,1.67,1.5,3,7,10,0.17,0.6707171976,0.3292828024
2013,26,jeju_united,daejeon,1,0,0,0.36,0.36,0.28,0.33,0.42,0.25,1.52,1.32,1.67,1.42,1.44,1.42,3,4,8,0.08,0.08,0.32,0.6,0.08,0.42,0.5,0.84,2,1,2.25,0.56,0.67,0,3,4,-0.52,0.3528092147,0.6471907853
2013,26,jeonbuk_fc,incheon_united,1,0,0,0.52,0.24,0.24,0.58,0.17,0.25,1.92,1.32,1.83,1.17,1.8,1.92,1,7,11,0.28,0.44,0.32,0.24,0.5,0.33,0.17,1.48,1.12,1.67,1,1.64,1.83,3,6,7,0.2,0.5967566956,0.4032433044
2014,7,sangju_sangmu,fc_seoul,1,0,0,0,0.67,0.33,0,0.67,0.33,1.17,1.67,0.67,1,0.67,0.67,0,1,3,-0.33,0.17,0.33,0.5,0,0.5,0.5,0.67,0.83,0.5,1,0.83,0.5,1,4,5,-0.33,0.6436128674,0.3563871326
2014,7,pohang_steelers,gyeongnam_fc,1,0,0,0.5,0.17,0.33,0.67,0,0.33,2,1.67,2,1.33,1.67,2,1,7,10,0.17,0.33,0.33,0.33,0,0.5,0.5,1.17,1.5,0.5,2,1.33,0.5,1,5,5,0,0.5381858046,0.4618141954
2014,7,jeju_united,jeonbuk_fc,1,0,0,0.5,0.17,0.33,0.33,0.33,0.33,0.83,0.83,0.67,0.67,1.67,1.33,3,4,10,0.17,0.5,0.33,0.17,0.33,0.67,0,1.17,0.67,0.67,0.33,1.83,1.67,1,4,8,0.33,0.6364175808,0.3635824192
2014,7,suwon_bluewings,jeonnam_dragons,1,0,0,0.33,0.33,0.33,0.5,0.5,0,1.17,1.33,1.5,1,1.33,2,1,4,5,0,0.5,0.33,0.17,0.67,0.33,0,1.33,1,1.33,0.67,1.83,2.33,1,5,8,0.33,0.6664850817,0.3335149183
2014,8,jeonnam_dragons,busan_ipark,1,0,0,0.43,0.29,0.29,0.33,0.33,0.33,1.14,1,1.33,1.33,1.57,1.33,0,2,8,0.14,0.29,0.43,0.29,0.25,0.25,0.5,0.71,0.86,0.25,1,1.29,1,1,2,6,0,0.5672585075,0.4327414925
2014,8,pohang_steelers,jeju_united,1,0,0,0.57,0.14,0.29,0.75,0,0.25,2.14,1.43,2.25,1,1.86,2.25,3,7,13,0.29,0.57,0.14,0.29,0.67,0,0.33,1,0.71,1,1,1.86,2,3,7,10,0.29,0.6369095297,0.3630904703
2014,8,jeonbuk_fc,ulsan_hyundai,1,0,0,0.43,0.29,0.29,0.67,0,0.33,1,0.86,1.67,1,1.57,2,0,4,5,0.14,0.57,0.14,0.29,0.33,0.33,0.33,1.29,0.43,0.33,0.33,1.86,1.33,0,4,7,0.29,0.6743051172,0.3256948828
2014,9,jeju_united,incheon_united,1,0,0,0.5,0.13,0.38,0.5,0.25,0.25,0.88,1,1,0.5,1.63,1.75,0,6,7,0.13,0,0.5,0.5,0,0.5,0.5,0.25,1.25,0.5,1.5,0.5,0.5,0,2,3,-0.5,0.4111905199,0.5888094801
2014,9,busan_ipark,seongnam_fc,1,0,0,0.25,0.38,0.38,0.33,0.67,0,0.75,1,1.33,0.67,1.13,1.67,0,2,3,-0.13,0.25,0.38,0.38,0.25,0,0.75,0.38,0.38,0.25,0.75,1.13,0.75,1,5,8,-0.13,0.6408725372,0.3591274628
2014,10,jeju_united,busan_ipark,1,0,0,0.56,0.11,0.33,0.6,0.2,0.2,0.89,0.89,1,0.4,1.78,2,3,6,10,0.22,0.33,0.33,0.33,0.2,0.2,0.6,0.78,0.89,0.4,1.2,1.33,0.8,3,4,5,0,0.6345974707,0.3654025293
2014,10,jeonbuk_fc,gyeongnam_fc,1,0,0,0.56,0.22,0.22,0.75,0,0.25,1.11,0.67,1.5,0.75,1.89,2.25,3,6,10,0.33,0.22,0.44,0.33,0,0.5,0.5,0.78,1.33,0.25,1.75,1.11,0.5,1,2,4,-0.11,0.4377891748,0.5622108252
