home_team,away_team,home_win,draw,away_win,home_prob_total_wins,home_prob_total_draws,home_prob_total_loses,prob_total_home_wins,prob_total_home_draws,prob_total_home_loses,home_avg_total_goles_scored,home_avg_total_goles_conceded,avg_total_home_goles_scored,avg_total_home_goles_conceded,home_avg_total_points,avg_total_home_points,home_point_1_back,home_point_3_back,home_point_5_back,home_team_form,away_prob_total_wins,away_prob_total_draws,away_prob_total_loses,prob_total_away_wins,prob_total_away_draws,prob_total_away_loses,away_avg_total_goles_scored,away_avg_total_goles_conceded,avg_total_away_goles_scored,avg_total_away_goles_conceded,away_avg_total_points,avg_total_away_points,away_point_1_back,away_point_3_back,away_point_5_back,away_team_form
boavistapor,braga,1,0,0,0.1727592026,2.7499274511,-2.019171172,2.2704994855,-1.549429339,-1.343720676,-0.899570229,-2.44187153,0.1473173988,-2.221120815,0.8119151059,2.1369726851,-0.1457924,0.4059555186,0.6540462738,1.1382107765,0.1268020489,1.0984900343,-0.875114263,0.9795897454,-1.543657216,0.2124386741,-0.079957774,0.4954410929,0.9342109142,2.0096908208,0.3861710533,0.5972701485,-0.442374951,-0.945700913,0.2765370393,0.5175920995
amadora,campomaioren,1,0,0,0.1727592026,-2.21995734,1.3258438617,2.2704994855,-1.549429339,-1.343720676,0.833199055,1.927928695,3.3317741829,-1.143169967,-0.322004103,2.1369726851,-0.930634868,-0.398356151,-0.219112131,-0.591888285,-0.9176056,1.0984900343,0.2442750319,0.9795897454,-1.543657216,0.2124386741,0.7681269234,1.9636807715,2.996433666,1.1192838175,-0.740021317,0.5972701485,-1.202803123,-1.352964541,-0.600734164,-0.629569554
farense,chaves,1,0,0,-0.887663119,-0.563329076,1.3258438617,0.1595037858,-1.549429339,1.1484046627,-0.899570229,1.4423953366,-1.444910993,-0.065219119,-1.077950243,-0.245909471,-0.1457924,0.0037996839,-0.801217734,-1.168587973,1.1712096976,-0.554865925,-0.875114263,-1.294964991,1.3541163271,0.2124386741,0.7681269234,-0.972798586,-0.096900462,0.2288768142,1.1369659665,-0.978214809,1.0784813921,1.0906172269,0.8613845084,1.0911729263
alverca,fcporto,0,0,1,-1.948085441,4.4065557147,-0.904166161,-1.951491914,4.2313609549,-1.343720676,-1.33276255,-0.985271455,-1.444910993,-1.143169967,-1.077950243,-1.040203523,-0.1457924,-0.800511985,-0.801217734,-0.591888285,2.2156173463,-2.208221885,-0.875114263,0.9795897454,-1.543657216,0.2124386741,1.6162116213,-1.951625038,-0.096900462,-0.661530189,1.8877608797,0.5972701485,1.0784813921,1.9051444829,1.4462319776,1.6647537532
madeira,setubal,0,0,1,-1.948085441,1.0932991875,1.3258438617,-1.951491914,1.3409658079,1.1484046627,-0.899570229,0.9568619783,-0.648796797,1.0127317295,-1.833896382,-1.834497575,-0.930634868,-1.20266782,-1.383323337,-1.74528766,-1.962013248,2.751845994,0.2442750319,-1.294964991,1.3541163271,0.2124386741,-0.928042472,1.9636807715,-1.128011838,2.9000978241,-1.49081623,-0.978214809,-0.442374951,-0.945700913,-1.185581633,-1.203150381
ave,sporting,0,0,1,-0.887663119,1.0932991875,0.2108388504,-1.951491914,1.3409658079,1.1484046627,-0.899570229,1.4423953366,-1.444910993,1.0127317295,-0.699977173,-1.834497575,-0.1457924,0.4059555186,-0.510164933,-0.591888285,1.1712096976,1.0984900343,-1.994503558,-1.294964991,4.2518898701,-1.86717686,2.0402539703,-0.972798586,0.9342109142,0.2288768142,1.5123634231,-0.19047233,1.0784813921,1.0906172269,1.153808243,1.6647537532
benfica,alverca,0,1,0,2.452667194,-2.21995734,-1.071416913,2.2704994855,-1.549429339,-1.343720676,1.6995836969,-2.126274847,2.0102246175,-1.509673255,2.1348208499,2.1369726851,1.4238925356,0.8081113532,1.5272046786,1.9167553543,-1.962013248,3.3305205799,-0.147511221,-1.294964991,2.3393593317,-0.494630608,-1.203669999,0.740147706,-0.77743397,-0.661530189,-1.35942712,-0.710382366,-1.202803123,-0.945700913,-1.185581633,-1.002397092
amadora,ave,1,0,0,0.7029703634,-2.21995734,0.768341356,2.2704994855,-1.549429339,-1.343720676,0.6166028946,1.1267986537,2.0102246175,-1.509673255,0.2449555014,2.1369726851,1.4238925356,0.8081113532,0.6540462738,-0.015188598,-1.074266747,0.5198154485,0.8039696792,0.2062411349,0.3688733225,-0.494630608,-1.203669999,1.1561489483,-0.096900462,1.1192838175,-1.059109155,0.3294377057,-1.202803123,-0.945700913,-0.600734164,-1.002397092
fcporto,boavistapor,0,0,1,2.452667194,-2.21995734,-1.071416913,2.2704994855,-1.549429339,-1.343720676,2.7825644993,-1.713571493,2.0102246175,-2.221120815,2.1348208499,2.1369726851,1.4238925356,2.014578857,1.5272046786,1.9167553543,0.6490058733,1.9251680142,-1.994503558,-1.294964991,4.2518898701,-1.86717686,-0.86443612,-2.514450248,-1.478589705,-1.854675574,1.1369659665,-0.19047233,1.0784813921,1.0906172269,0.5689607739,1.3779633398
coimbra,farense,1,0,0,-1.046726467,0.5134792953,0.768341356,-1.951491914,2.3237001579,0.3010820477,-0.098164435,1.5152253404,-0.123361428,3.5351367142,-1.021254282,-1.564437597,1.4238925356,0.0037996839,-0.510164933,-0.966743082,-0.238740628,-0.802869319,0.8039696792,-1.294964991,0.3688733225,0.9195079559,-0.504000123,1.1561489483,-0.096900462,1.7069524397,-0.420933478,-1.246047252,1.0784813921,1.0906172269,-0.015886695,-0.54353243
braga,leiria,0,0,1,-0.19838861,0.5134792953,-0.179412904,-0.558234752,2.3237001579,-1.343720676,-0.466377908,0.3013919445,-0.648796797,-0.776666678,-0.076321608,0.0241505066,-0.930634868,-1.20266782,-0.510164933,-0.015188598,1.5367523746,-0.802869319,-1.043022657,0.2062411349,0.3688733225,-0.494630608,-0.504000123,-2.514450248,-0.096900462,-1.854675574,1.4560538046,0.3294377057,1.0784813921,0.6833535989,0.8613845084,1.3779633398
campomaioren,salgueiros,0,1,0,-1.046726467,0.5134792953,0.768341356,-1.951491914,2.3237001579,0.3010820477,0.2483894218,1.5152253404,-0.648796797,2.0906825777,-1.021254282,-1.564437597,-0.930634868,-1.604823654,-0.801217734,-0.966743082,-0.238740628,1.9251680142,-1.043022657,-1.294964991,2.3393593317,-0.494630608,0.9165417456,0.3241464637,-0.096900462,-0.073861567,0.198472325,-0.710382366,-1.202803123,-0.945700913,-0.30831043,0.4315549754
beiramar,amadora,0,1,0,-1.205789815,0.1821536425,1.15859311,-0.558234752,0.3582314579,0.3010820477,-1.397741398,0.5441586237,-0.648796797,0.6462284411,-1.248038124,-0.515969449,-0.1457924,-1.20266782,-1.383323337,-1.255092926,1.0145485503,-2.208221885,0.4121834261,-1.294964991,-1.543657216,2.2920542087,0.4076909268,0.5688530768,-1.478589705,2.9000978241,0.5926396544,-1.765957288,1.0784813921,0.6833535989,0.5689607739,0.3455178514
boavistapor,benfica,1,0,0,1.074118176,1.3417934271,-2.019171172,2.2704994855,-1.549429339,-1.343720676,-0.466377908,-2.587531538,-0.123361428,-2.221120815,1.4544693244,2.1369726851,1.4238925356,1.2102671878,1.236151877,1.6284055107,1.7456339044,-1.050872713,-1.210931051,1.7529383558,-1.543657216,-0.494630608,1.6162116213,-1.535623796,0.5836330464,-1.854675574,1.6812922785,1.3850126272,-0.442374951,1.0906172269,0.8613845084,1.5787166292
salgueiros,braga,0,1,0,-0.410473074,2.5014332116,-1.238667664,0.8772423237,0.3582314579,-1.343720676,0.4649855822,-0.159864746,1.4688669642,0.6462284411,0.112664927,1.0726186553,-0.1457924,-0.800511985,-0.219112131,0.388501183,-0.447622158,0.1891442565,0.4121834261,0.2062411349,-1.543657216,0.9195079559,-0.207170479,1.2540315935,-0.096900462,1.1192838175,-0.477243097,-0.19047233,-1.202803123,-1.352964541,-1.478005368,-0.457495306
ave,campomaioren,1,0,0,-1.205789815,0.1821536425,1.15859311,-1.951491914,0.3582314579,1.9957272777,-1.397741398,0.8840319745,-1.71558982,0.6462284411,-1.248038124,-2.104557553,-0.930634868,-1.20266782,-0.510164933,-1.255092926,-1.230927894,1.3464934283,0.4121834261,0.2062411349,-1.543657216,0.9195079559,-0.207170479,0.9114423352,1.284788782,0.5316151953,-1.002799536,-0.19047233,-0.442374951,-1.352964541,-1.478005368,-0.887680926
guimaraes,chaves,1,0,0,-1.205789815,-1.060317555,1.9390966179,-0.558234752,0.3582314579,0.3010820477,-0.466377908,0.8840319745,0.4179962254,-0.065219119,-1.512619273,-0.515969449,-0.930634868,-1.604823654,-1.092270536,-1.658782707,0.2834631962,0.1891442565,-0.37138908,-1.294964991,0.3688733225,0.9195079559,0.4076909268,-0.48338536,-0.096900462,0.5316151953,0.3298614348,-1.246047252,-0.442374951,-0.131173657,0.2765370393,0.3455178514
leiria,fcporto,0,1,0,1.8164138011,-1.060317555,-1.238667664,2.2704994855,-1.549429339,-1.343720676,0.4649855822,-1.883508168,-0.648796797,-2.221120815,1.7379491267,2.1369726851,1.4238925356,2.014578857,1.5272046786,1.6284055107,1.7456339044,-2.208221885,-0.37138908,1.7529383558,-1.543657216,-0.494630608,1.9130412656,-1.193034538,2.6458557982,-0.661530189,1.3997441861,1.3850126272,-1.202803123,0.6833535989,1.4462319776,1.1772100504
alverca,setubal,1,0,0,-1.948085441,3.6610729961,-0.402413906,-1.951491914,2.3237001579,0.3010820477,-0.769612532,0.8840319745,-1.174232167,2.0906825777,-1.248038124,-1.564437597,-0.1457924,-0.800511985,-1.092270536,-0.851403145,-0.447622158,1.3464934283,-0.37138908,0.2062411349,0.3688733225,-0.494630608,-0.800829768,0.5688530768,-0.77743397,1.1192838175,-0.195695004,0.3294377057,1.0784813921,1.0906172269,0.2765370393,-0.055988727
chaves,alverca,0,1,0,0.0667169704,-0.14917201,0.0993383493,1.2150016356,-0.104231766,-1.343720676,0.356687502,1.029691982,0.5453744968,-1.143169967,0.0181716596,1.342678633,-0.930634868,-1.20266782,-0.510164933,-0.015188598,-1.283148277,2.999849388,-0.595266939,-1.294964991,2.8030030986,-0.827369093,-0.758425533,0.4464997702,-0.096900462,-0.216326687,-0.740021317,-0.58434357,1.0784813921,-0.131173657,-0.30831043,-0.428816265
setubal,boavistapor,0,0,1,-0.622557539,0.9276363612,0.0993383493,-0.895994064,1.3409658079,-0.097658006,-1.007868309,0.4227752841,-0.648796797,-0.065219119,-0.454294678,-0.643056497,-0.930634868,0.8081113532,0.3629934722,-0.390043395,1.3278708449,0.9331544384,-1.994503558,-0.157687623,2.8030030986,-1.86717686,-0.228372597,-2.318684958,-0.61245615,-1.997140694,1.6062127872,0.5972701485,1.0784813921,1.9051444829,1.7386557121,1.7507908772
amadora,farense,1,0,0,0.7029703634,-1.143148968,0.0993383493,2.2704994855,-1.549429339,-1.343720676,0.0751124934,0.1071786012,1.3414886928,-1.682145391,0.4906379967,2.1369726851,-0.1457924,1.2102671878,0.9450990754,0.3596661986,-0.656503688,-1.133540511,1.5315727208,-1.294964991,-0.094770444,1.2522464414,-0.504000123,1.6700328358,-0.096900462,1.5644873192,-0.965259791,-1.372086048,-1.202803123,-0.538437285,-0.015886695,-1.145792298
coimbra,guimaraes,0,1,0,-0.622557539,-0.14917201,0.768341356,-0.895994064,1.3409658079,-0.097658006,0.0751124934,1.927928695,0.1473173988,2.6296580018,-0.699977173,-0.643056497,-0.930634868,0.8081113532,0.0719406705,-0.736063207,-0.656503688,-1.133540511,1.5315727208,-1.294964991,-1.543657216,2.2920542087,0.8317332758,0.740147706,-1.128011838,1.1192838175,-0.965259791,-1.765957288,1.0784813921,-0.538437285,-0.30831043,-1.145792298
benfica,leiria,0,1,0,1.3922448724,-1.143148968,-0.625414908,1.2150016356,-0.104231766,-1.343720676,1.4396683044,-1.106654795,1.7395457908,-0.604194543,1.1898881756,1.342678633,-0.930634868,0.0037996839,0.0719406705,1.0805408077,1.3278708449,-0.141526935,-1.266900516,0.9795897454,-0.094770444,-0.827369093,0.556105749,-1.388799828,1.4497666022,-1.106733691,1.3809743133,0.9911413879,-0.442374951,1.0906172269,0.8613845084,1.3779633398
sporting,madeira,1,0,0,1.3922448724,0.9276363612,-2.019171172,1.2150016356,-0.104231766,-1.343720676,1.4396683044,-1.39797481,0.9434315948,-1.682145391,1.6623545127,1.342678633,1.4238925356,1.2102671878,1.8182574802,1.8014154169,-1.283148277,0.9331544384,0.8039696792,-1.294964991,1.3541163271,0.2124386741,-0.228372597,0.4464997702,-0.61245615,0.2288768142,-1.209268137,-0.978214809,1.0784813921,-0.131173657,-0.893157899,-1.145792298
fcporto,salgueiros,1,0,0,1.3922448724,-1.143148968,-0.625414908,1.2150016356,-1.549429339,-0.097658006,1.9811587056,-0.791058112,0.9434315948,-1.143169967,1.1898881756,0.945531607,-0.1457924,0.0037996839,0.9450990754,1.0805408077,-0.656503688,2.999849388,-1.266900516,-1.294964991,2.8030030986,-0.827369093,0.3016803396,-0.165266763,-0.61245615,-0.661530189,-0.026766149,-0.58434357,-0.442374951,-0.945700913,-0.893157899,0.3168388101
madeira,amadora,0,1,0,-1.364853164,0.5134792953,1.1028428594,-0.895994064,-0.104231766,1.1484046627,-0.466377908,0.5684352916,0.1473173988,0.4737563054,-1.323632738,-1.040203523,-0.930634868,0.0037996839,-0.801217734,-1.28392791,0.9623281679,-1.298876107,-0.147511221,-1.294964991,-0.094770444,1.2522464414,0.1956697524,0.0549691893,-1.643567526,1.5644873192,0.7240287642,-1.372086048,1.0784813921,1.0906172269,0.8613845084,0.5749501821
farense,ave,0,0,1,-0.781620887,-1.308811795,1.7160956156,0.1595037858,-1.549429339,1.1484046627,-0.466377908,1.6608853479,-0.648796797,1.0127317295,-1.11574755,-0.245909471,-0.930634868,-1.604823654,-0.801217734,-1.28392791,-0.813164835,0.5198154485,0.4681528908,-0.157687623,-0.094770444,0.2124386741,-0.737223415,0.5933237381,-0.61245615,0.6740803158,-0.740021317,-0.19047233,-0.442374951,-0.131173657,-0.600734164,-0.686927637
beiramar,campomaioren,1,0,0,-1.364853164,1.4246248402,0.4338398527,-0.895994064,1.3409658079,-0.097658006,-1.419401014,0.0343485975,-1.046853895,-0.065219119,-1.11574755,-0.643056497,-0.1457924,-0.398356151,-1.092270536,-0.966743082,-0.813164835,0.5198154485,0.4681528908,-0.157687623,-1.543657216,1.2522464414,-0.03755354,0.8869716738,0.9342109142,1.1192838175,-0.740021317,-0.58434357,1.0784813921,-0.131173657,-0.893157899,-0.686927637
boavistapor,chaves,1,0,0,1.6043293368,0.5134792953,-2.019171172,2.2704994855,-1.549429339,-1.343720676,0.2483894218,-2.126274847,0.1473173988,-1.682145391,1.8135437406,2.1369726851,1.4238925356,2.014578857,1.8182574802,1.9167553543,-0.238740628,0.5198154485,-0.147511221,-1.294964991,-0.094770444,1.2522464414,0.1956697524,0.8869716738,-0.096900462,2.4548943225,-0.120615513,-1.372086048,-0.442374951,-0.945700913,-0.600734164,-0.055988727
alverca,coimbra,1,0,0,-1.364853164,3.3297473434,-0.79266566,-0.895994064,1.3409658079,-0.097658006,-0.704633684,0.3013919445,-1.046853895,1.0127317295,-0.699977173,-0.643056497,-0.1457924,0.4059555186,-0.219112131,-0.332373426,-0.813164835,0.5198154485,0.4681528908,-0.157687623,-1.543657216,1.2522464414,-0.03755354,1.6945034971,-0.096900462,0.6740803158,-0.740021317,-0.58434357,-0.442374951,-0.131173657,0.2765370393,-0.686927637
braga,fcporto,0,1,0,-0.781620887,0.5134792953,0.4338398527,-0.895994064,1.3409658079,-0.097658006,-0.466377908,1.1267986537,-0.250739699,1.0127317295,-0.699977173,-0.643056497,-0.930634868,-1.20266782,-1.383323337,-0.649558254,1.5367523746,-1.298876107,-0.763175333,0.9795897454,-0.094770444,-0.827369093,2.3158814971,-0.752562634,2.480877978,-0.216326687,1.3434345676,0.9911413879,1.0784813921,-0.131173657,0.8613845084,1.2058890917
leiria,setubal,0,0,1,1.0210970599,0.5134792953,-1.405918416,1.2150016356,-0.104231766,-1.343720676,0.2483894218,-1.567911485,-0.250739699,-1.143169967,1.1898881756,1.342678633,-0.1457924,0.4059555186,1.236151877,1.2535507139,-0.813164835,0.5198154485,0.4681528908,-0.157687623,-0.094770444,0.2124386741,-0.970446707,0.8869716738,-1.128011838,0.6740803158,-0.740021317,-0.19047233,-1.202803123,-0.538437285,-0.015886695,-0.686927637
guimaraes,sporting,0,1,0,-0.781620887,-0.39766625,1.1028428594,0.1595037858,-0.104231766,-0.097658006,0.7465605909,0.5684352916,2.1376028888,-0.065219119,-0.907862361,0.151237555,-0.1457924,0.0037996839,-0.801217734,-0.966743082,1.5367523746,0.5198154485,-1.994503558,0.9795897454,1.3541163271,-1.86717686,1.3829883294,-1.560094457,1.4497666022,-0.661530189,1.7563717699,1.3850126272,1.0784813921,1.0906172269,1.7386557121,1.8655070426
sporting,alverca,1,0,0,1.2331815242,1.0932991875,-2.019171172,1.4261012056,-0.39327128,-1.343720676,1.266391376,-1.470804813,0.9434315948,-1.789940476,1.5678612453,1.5015374434,-0.1457924,1.2102671878,1.236151877,1.7149104638,-0.9176056,2.751845994,-0.875114263,-1.294964991,3.0927804529,-1.035330647,-0.504000123,0.2507344797,-0.096900462,-0.305367388,-0.36462386,-0.505569322,1.0784813921,1.0906172269,0.2765370393,-0.055988727
coimbra,boavistapor,0,0,1,-0.887663119,0.2649850557,0.768341356,-1.107093634,1.9190448373,-0.34687054,-0.033185587,1.6851620158,-0.01190544,2.0906825777,-0.888963708,-0.722485902,-0.930634868,-1.20266782,0.0719406705,-0.880238129,1.6934135219,0.2718120545,-1.994503558,0.524678798,1.9336710357,-1.86717686,0.7681269234,-1.951625038,0.3155440887,-1.730018593,1.8877608797,1.0699156357,1.0784813921,1.9051444829,2.3235031812,1.9515441666
benfica,braga,1,0,0,0.7029703634,0.2649850557,-0.904166161,0.5817029257,0.7628867785,-1.343720676,0.833199055,-1.228038134,0.9434315948,-0.927579797,0.8119151059,0.8661022018,-0.1457924,-0.800511985,-0.219112131,0.8498609328,-0.9176056,1.0984900343,0.2442750319,-0.385143097,-0.384547799,0.628361781,-0.079957774,1.4742675453,-0.509345012,0.7631210162,-0.740021317,-0.505569322,-0.442374951,-0.945700913,-1.478005368,-0.629569554
beiramar,farense,0,0,1,-0.887663119,1.0932991875,0.2108388504,-0.262695354,0.7628867785,-0.34687054,-1.116166389,-0.014204738,-0.648796797,-0.065219119,-0.699977173,-0.087050661,1.4238925356,0.4059555186,-0.219112131,-0.591888285,-0.9176056,-1.381543905,1.923358974,-1.294964991,-0.384547799,1.4602079949,-0.716021298,1.4742675453,-0.096900462,1.4754466188,-1.303117501,-1.450860296,-1.202803123,-1.760228169,-1.185581633,-1.489940795
amadora,guimaraes,0,1,0,0.7029703634,-0.563329076,-0.346663655,2.2704994855,-1.549429339,-1.343720676,0.1834105736,-0.014204738,1.2618772732,-1.358760136,0.6229285711,2.1369726851,-0.1457924,0.4059555186,1.236151877,0.5615110892,-0.9176056,0.2718120545,0.8039696792,-1.294964991,-0.384547799,1.4602079949,0.556105749,0.4954410929,-0.921789562,0.7631210162,-0.927720045,-1.450860296,-0.442374951,0.2760899709,-0.600734164,-0.916359968
chaves,leiria,0,0,1,-0.357451958,0.2649850557,0.2108388504,0.5817029257,0.7628867785,-1.343720676,0.1834105736,1.4423953366,0.306540238,-0.927579797,-0.322004103,0.8661022018,-0.930634868,-1.20266782,-1.383323337,-0.303538442,0.6490058733,0.2718120545,-0.875114263,0.524678798,0.7745616185,-1.035330647,-0.079957774,-1.462211812,0.727988639,-1.373855792,0.7615685099,0.7548186442,-1.202803123,-0.945700913,0.2765370393,0.8043825129
ave,madeira,1,0,0,-0.357451958,0.2649850557,0.2108388504,-1.107093634,0.7628867785,0.6499795951,-0.682974068,0.2285619408,-0.648796797,0.3659612206,-0.322004103,-1.040203523,1.4238925356,1.2102671878,0.0719406705,-0.303538442,-1.439809424,1.0984900343,0.8039696792,-1.294964991,0.7745616185,0.628361781,-0.504000123,0.4954410929,-0.921789562,0.4069582148,-1.303117501,-1.135763305,-0.442374951,-0.131173657,-0.600734164,-1.203150381
setubal,salgueiros,1,0,0,-0.357451958,0.2649850557,0.2108388504,-1.107093634,0.7628867785,0.6499795951,-0.899570229,0.47132862,-0.648796797,0.7971415599,-0.322004103,-1.040203523,1.4238925356,-0.398356151,0.6540462738,-0.303538442,-0.9176056,2.751845994,-0.875114263,-1.294964991,1.9336710357,-0.203484433,0.1320634,0.4954410929,-0.509345012,0.4069582148,-0.36462386,-0.820666313,-0.442374951,-0.945700913,-1.185581633,-0.055988727
alverca,amadora,0,0,1,-0.993705351,2.3357703852,-0.513914407,-0.262695354,0.7628867785,-0.34687054,-0.661314452,0.3742219483,-0.648796797,0.7971415599,-0.529889292,-0.087050661,-0.930634868,0.0037996839,0.3629934722,-0.274703457,0.3879039611,0.0238086606,-0.48332801,-1.294964991,0.7745616185,0.628361781,0.0684570477,-0.042913456,-1.334234113,1.1192838175,0.4612505446,-1.135763305,-0.442374951,0.2760899709,0.5689607739,0.4602340168
fcporto,benfica,1,0,0,1.4452659885,-0.728991902,-1.015666662,1.4261012056,-1.549429339,-0.34687054,2.4793298747,-0.499738097,1.5803229516,-0.927579797,1.359976057,1.1838198226,1.4238925356,1.2102671878,0.3629934722,1.2823856983,0.9101077854,0.0238086606,-0.987053192,0.524678798,-0.384547799,-0.203484433,1.2345735073,-1.144093215,0.3155440887,-1.01769299,0.968037111,0.4397216528,1.0784813921,0.2760899709,-0.30831043,0.976456761
farense,campomaioren,1,0,0,-0.516515306,-1.474474621,1.5488448639,-0.262695354,-1.549429339,1.6468297304,-0.661314452,1.05396865,-0.967242476,0.7971415599,-0.870065054,-0.722485902,1.4238925356,-0.398356151,-1.092270536,-1.053248035,-1.022046365,0.0238086606,1.0838170029,-0.385143097,-1.543657216,1.4602079949,-0.313181066,1.0827369643,0.727988639,1.1192838175,-1.077879028,-0.820666313,-1.202803123,-0.538437285,-0.893157899,-1.088434216
salgueiros,chaves,1,0,0,-0.993705351,2.3357703852,-0.513914407,-0.262695354,1.9190448373,-1.343720676,-0.076504819,0.8354786387,0.6249859164,0.3659612206,-0.529889292,0.2306669602,-0.930634868,-1.20266782,-1.092270536,-0.274703457,-0.552062923,0.0238086606,0.5241223555,-1.294964991,-0.384547799,1.4602079949,0.0684570477,1.5232088679,-0.096900462,2.9000978241,-0.571092461,-1.450860296,-1.202803123,-1.352964541,-1.478005368,-0.572211472
leiria,coimbra,1,0,0,0.9680759438,0.0164908162,-1.015666662,0.5817029257,-0.39327128,-0.34687054,0.1184317255,-1.373698142,-0.648796797,-0.927579797,1.0198002943,0.548384581,1.4238925356,0.0037996839,0.3629934722,1.022870839,-1.022046365,0.0238086606,1.0838170029,-0.385143097,-1.543657216,1.4602079949,0.0684570477,1.9636807715,-0.096900462,0.7631210162,-1.077879028,-0.820666313,-1.202803123,-1.352964541,-0.893157899,-1.088434216
braga,setubal,1,0,0,-0.993705351,0.7619735348,0.4895901032,-1.107093634,1.9190448373,-0.34687054,-0.076504819,1.927928695,0.306540238,1.6595022384,-0.870065054,-0.722485902,-0.930634868,-1.20266782,-1.383323337,-0.793733176,-0.082079481,0.0238086606,0.0203971729,0.524678798,-0.384547799,-0.203484433,-0.504000123,0.1773224958,-0.921789562,0.0507954135,-0.064305895,0.4397216528,1.0784813921,0.6833535989,0.5689607739,-0.055988727
boavistapor,sporting,0,1,0,1.9224560332,0.0164908162,-2.019171172,2.2704994855,-1.549429339,-1.343720676,1.1147740637,-1.592188153,0.9434315948,-1.358760136,2.0403275824,2.1369726851,1.4238925356,2.014578857,2.4003630834,2.0897652605,1.3800912273,0.7678188424,-1.994503558,0.524678798,1.9336710357,-1.86717686,1.2345735073,-1.584565119,1.1404331894,-0.661530189,1.6437525329,1.0699156357,1.0784813921,1.0906172269,1.153808243,1.7794699186
ave,alverca,0,1,0,-0.19838861,-0.14917201,0.3223393515,-0.558234752,0.3582314579,0.3010820477,-0.639654836,0.5198819558,-0.378117971,0.3012841697,-0.227510836,-0.515969449,-0.930634868,0.8081113532,0.9450990754,-0.245868473,-1.074266747,1.9251680142,-0.147511221,-1.294964991,2.3393593317,-0.494630608,-0.86443612,0.3241464637,-0.447478329,-0.073861567,-0.740021317,-0.710382366,-1.202803123,-0.538437285,-0.015886695,-0.54353243
campomaioren,benfica,0,0,1,-1.046726467,-0.14917201,1.2143433605,-1.233753376,1.3409658079,0.3010820477,-0.293100979,1.1267986537,-0.919475624,0.6462284411,-1.17244351,-1.040203523,-0.930634868,-1.604823654,-1.092270536,-1.226257941,0.6490058733,-0.141526935,-0.595266939,0.2062411349,-0.558414211,0.2124386741,1.0861586851,-0.67915065,0.2536774061,-0.358791808,0.6677191457,0.0773601126,-1.202803123,-0.131173657,-0.600734164,0.6609873062
chaves,braga,0,0,1,-0.622557539,-0.14917201,0.768341356,0.1595037858,0.3582314579,-0.496398061,-0.098164435,1.5152253404,0.1473173988,-0.431722407,-0.699977173,0.2783246033,-0.930634868,-1.604823654,-1.674376139,-0.736063207,-0.656503688,0.5198154485,0.3562139613,-0.521616381,-0.558414211,0.9195079559,0.1956697524,1.5476795293,-0.447478329,1.4220221986,-0.589862334,-0.710382366,1.0784813921,-0.131173657,-0.600734164,-0.54353243
setubal,fcporto,0,0,1,-0.19838861,-0.14917201,0.3223393515,-0.558234752,0.3582314579,0.3010820477,-0.639654836,0.5198819558,-0.123361428,0.3012841697,-0.227510836,-0.515969449,-0.930634868,0.8081113532,-0.219112131,-0.245868473,1.5367523746,-0.802869319,-1.043022657,0.9795897454,0.3688733225,-1.160107579,2.5067005541,-0.48338536,2.6458557982,-0.073861567,1.4560538046,1.1171801844,1.0784813921,1.0906172269,1.153808243,1.3779633398
beiramar,guimaraes,0,1,0,-1.046726467,1.2589620139,0.3223393515,-0.558234752,0.3582314579,0.3010820477,-1.181145237,-0.087034742,-0.919475624,-0.065219119,-0.851166401,-0.515969449,-0.1457924,0.0037996839,-0.219112131,-0.736063207,-0.656503688,0.5198154485,0.3562139613,-1.294964991,0.3688733225,0.9195079559,0.7257226885,0.1283811732,-0.77743397,0.5316151953,-0.589862334,-1.246047252,1.0784813921,0.2760899709,0.5689607739,-0.54353243
sporting,leiria,1,0,0,1.127139292,1.2589620139,-2.019171172,1.5527609476,-0.566694989,-1.343720676,1.3313702241,-1.300868138,0.9434315948,-1.854617527,1.5111652849,1.6127386107,-0.1457924,0.4059555186,1.236151877,1.657240495,1.0667689327,-0.141526935,-1.043022657,0.9795897454,0.3688733225,-1.160107579,0.0260528128,-1.511153135,0.9342109142,-1.249198811,1.1369659665,1.1171801844,1.0784813921,0.6833535989,0.2765370393,1.148531009
leiria,amadora,0,0,1,0.9150548277,-0.314834837,-0.736915409,0.8772423237,-0.566694989,-0.496398061,-0.141483667,-1.252314802,-0.648796797,-1.143169967,0.9064083733,0.8184445587,-0.930634868,0.8081113532,0.0719406705,0.8786959172,0.857887403,-0.306862531,-0.707205869,-0.521616381,0.3688733225,0.2124386741,0.1532655175,-0.287620069,-1.128011838,0.5316151953,0.855417874,-0.458304773,1.0784813921,1.0906172269,1.153808243,0.8330615542
boavistapor,ave,1,0,0,1.3392237564,0.3478164689,-1.573169168,1.5527609476,-0.566694989,-1.343720676,1.0281355995,-1.058101459,0.9434315948,-0.776666678,1.4733679779,1.6127386107,-0.930634868,0.0037996839,0.9450990754,1.5419005576,-0.343181393,0.3544798525,0.1323361024,0.2062411349,-0.558414211,0.2124386741,-0.822031885,0.2752051411,-0.77743397,0.5316151953,-0.308314241,0.0773601126,-0.442374951,-0.131173657,0.2765370393,-0.285421058
