,season,round,home_team,away_team,home_win,draw,away_win,home_prob_total_wins,home_prob_total_draws,home_prob_total_loses,prob_total_home_wins,prob_total_home_draws,prob_total_home_loses,home_avg_total_goles_scored,home_avg_total_goles_conceded,avg_total_home_goles_scored,avg_total_home_goles_conceded,home_avg_total_points,avg_total_home_points,home_point_1_back,home_point_3_back,home_point_5_back,home_team_form,away_prob_total_wins,away_prob_total_draws,away_prob_total_loses,prob_total_away_wins,prob_total_away_draws,prob_total_away_loses,away_avg_total_goles_scored,away_avg_total_goles_conceded,avg_total_away_goles_scored,avg_total_away_goles_conceded,away_avg_total_points,avg_total_away_points,away_point_1_back,away_point_3_back,away_point_5_back,away_team_form,home_win_0_proba,home_win_1_proba
0,1999,6,guimaraes,benfica,0,0,1,-0.8876631190000001,-0.563329076,1.3258438617000001,0.1595037858,1.3409658079,-1.343720676,0.4000067341,0.9568619783,1.7395457908,-1.143169967,-1.0779502429999999,0.548384581,-0.930634868,-0.398356151,-0.8012177340000001,-1.168587973,2.2156173462999997,-2.208221885,-0.875114263,0.9795897454000001,-1.543657216,0.2124386741,1.6162116213,-1.9516250380000002,-0.09690046199999999,-1.5519371919999998,1.8877608797,0.5972701485,1.0784813920999998,0.6833535989,1.4462319775999999,1.6647537531999999,0.8218317050840254,0.1781682949159747
1,1999,6,boavistapor,braga,1,0,0,0.17275920260000002,2.7499274511,-2.019171172,2.2704994855000002,-1.549429339,-1.343720676,-0.899570229,-2.44187153,0.1473173988,-2.221120815,0.8119151059,2.1369726851,-0.1457924,0.4059555186,0.6540462738,1.1382107765,0.12680204890000002,1.0984900343000001,-0.875114263,0.9795897454000001,-1.543657216,0.2124386741,-0.07995777400000001,0.4954410929,0.9342109142,2.0096908208,0.38617105329999996,0.5972701485,-0.442374951,-0.9457009129999999,0.2765370393,0.5175920995000001,0.4919251133322907,0.5080748866677093
2,1999,6,amadora,campomaioren,1,0,0,0.17275920260000002,-2.21995734,1.3258438617000001,2.2704994855000002,-1.549429339,-1.343720676,0.833199055,1.927928695,3.3317741829000003,-1.143169967,-0.322004103,2.1369726851,-0.930634868,-0.398356151,-0.21911213100000002,-0.591888285,-0.9176056,1.0984900343000001,0.24427503190000002,0.9795897454000001,-1.543657216,0.2124386741,0.7681269234,1.9636807715,2.996433666,1.1192838175,-0.7400213170000001,0.5972701485,-1.202803123,-1.352964541,-0.600734164,-0.629569554,0.4104011614038471,0.5895988385961529
3,1999,6,farense,chaves,1,0,0,-0.8876631190000001,-0.563329076,1.3258438617000001,0.1595037858,-1.549429339,1.1484046627,-0.899570229,1.4423953366,-1.4449109930000001,-0.065219119,-1.0779502429999999,-0.24590947100000002,-0.1457924,0.0037996839,-0.8012177340000001,-1.168587973,1.1712096976000002,-0.554865925,-0.875114263,-1.2949649909999998,1.3541163271,0.2124386741,0.7681269234,-0.9727985859999999,-0.09690046199999999,0.22887681420000003,1.1369659665,-0.978214809,1.0784813920999998,1.0906172269,0.8613845084,1.0911729262999998,0.7582223338613491,0.2417776661386509
4,1999,6,beiramar,coimbra,0,0,1,-0.8876631190000001,-0.563329076,1.3258438617000001,0.1595037858,1.3409658079,-1.343720676,-0.899570229,0.9568619783,0.1473173988,-0.065219119,-1.0779502429999999,0.548384581,-0.930634868,-1.20266782,-0.8012177340000001,-1.168587973,-1.962013248,1.0984900343000001,1.3636643266,-1.2949649909999998,-1.543657216,2.2920542087,-0.504000123,2.4530939978,-1.128011838,0.22887681420000003,-1.866213686,-1.765957288,-0.442374951,-0.9457009129999999,-1.478005368,-1.7767312080000002,0.5296245644095152,0.47037543559048484
5,1999,6,alverca,fcporto,0,0,1,-1.948085441,4.4065557147000005,-0.9041661609999999,-1.951491914,4.2313609549,-1.343720676,-1.33276255,-0.985271455,-1.4449109930000001,-1.143169967,-1.0779502429999999,-1.040203523,-0.1457924,-0.800511985,-0.8012177340000001,-0.591888285,2.2156173462999997,-2.208221885,-0.875114263,0.9795897454000001,-1.543657216,0.2124386741,1.6162116213,-1.9516250380000002,-0.09690046199999999,-0.6615301889999999,1.8877608797,0.5972701485,1.0784813920999998,1.9051444829,1.4462319775999999,1.6647537531999999,0.8653223921171854,0.1346776078828146
6,1999,6,leiria,salgueiros,1,0,0,1.2331815242,-0.563329076,-0.9041661609999999,2.2704994855000002,-1.549429339,-1.343720676,-0.46637790799999995,-2.44187153,-0.648796797,-2.221120815,1.1898881756,2.1369726851,1.4238925356,0.8081113531999999,0.9450990754,1.1382107765,0.12680204890000002,2.751845994,-1.9945035580000001,-1.2949649909999998,4.2518898701,-1.86717686,1.6162116213,0.4954410929,0.9342109142,0.22887681420000003,0.7615685098999999,-0.19047233,-0.442374951,0.2760899709,0.5689607739,1.0911729262999998,0.5105908049386569,0.4894091950613431
7,1999,6,madeira,setubal,0,0,1,-1.948085441,1.0932991875,1.3258438617000001,-1.951491914,1.3409658079,1.1484046627,-0.899570229,0.9568619783,-0.648796797,1.0127317295,-1.8338963819999998,-1.834497575,-0.930634868,-1.20266782,-1.383323337,-1.74528766,-1.962013248,2.751845994,0.24427503190000002,-1.2949649909999998,1.3541163271,0.2124386741,-0.928042472,1.9636807715,-1.128011838,2.9000978241000004,-1.49081623,-0.978214809,-0.442374951,-0.9457009129999999,-1.185581633,-1.203150381,0.4624151855344244,0.5375848144655756
8,1999,6,ave,sporting,0,0,1,-0.8876631190000001,1.0932991875,0.2108388504,-1.951491914,1.3409658079,1.1484046627,-0.899570229,1.4423953366,-1.4449109930000001,1.0127317295,-0.699977173,-1.834497575,-0.1457924,0.4059555186,-0.510164933,-0.591888285,1.1712096976000002,1.0984900343000001,-1.9945035580000001,-1.2949649909999998,4.2518898701,-1.86717686,2.0402539703,-0.9727985859999999,0.9342109142,0.22887681420000003,1.5123634231,-0.19047233,1.0784813920999998,1.0906172269,1.153808243,1.6647537531999999,0.7407923171804847,0.2592076828195154
9,1999,7,benfica,alverca,0,1,0,2.452667194,-2.21995734,-1.071416913,2.2704994855000002,-1.549429339,-1.343720676,1.6995836969,-2.126274847,2.0102246175,-1.509673255,2.1348208499,2.1369726851,1.4238925356,0.8081113531999999,1.5272046786000002,1.9167553543,-1.962013248,3.3305205799,-0.147511221,-1.2949649909999998,2.3393593317,-0.49463060799999997,-1.2036699990000002,0.7401477059999999,-0.77743397,-0.6615301889999999,-1.35942712,-0.7103823659999999,-1.202803123,-0.9457009129999999,-1.185581633,-1.002397092,0.10860929384433704,0.891390706155663
